"http://ieeexplore.ieee.org/search/searchresult.jsp?bulkSetSize=42&queryText%3Dautomotive+SPICE+Model",2014/02/11 19:38:44
"Document Title",Authors,"Author Affiliations","Publication Title","Publication Date","Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","DOE Terms","PACS Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Date Added To Xplore,"Meeting Date","Publisher","Sponsors",Document Identifier
"Using analog circuit behavior to generate SystemC events for an acceleration of mixed-signal simulation","Hoelldampf, S.; Zaum, D.; Olbrich, M.; Barke, E.","Inst. of Microelectron. Syst., Leibniz Univ. Hannover, Hannover, Germany","Computer Design (ICCD), 2011 IEEE 29th International Conference on","9-12 Oct. 2011","2011","","","108","112","Analysis of mixed-signal circuits on system level demands for an accelerated simulation of analog blocks. We precompute state space representations that can be used to evaluate the circuit response and predict the occurrence of events triggered by analog components. Interfacing such models to SystemC digital simulation allows for very fast mixed-signal transient analysis. The key contribution of this paper is the dynamic generation of SystemC events from analog descriptions. We evaluate the performance of our approach using PWM (pulse width modulation) example circuits from the automotive domain which are interfaced to a SystemC microcontroller model. Accuracy and speed is compared to reference simulations utilizing traditional SPICE-like analog simulators. Our approach allows for a speedup of up to 70 for mixed-signal simulations compared to traditional analog and digital simulators.","1063-6404","978-1-4577-1953-0","","10.1109/ICCD.2011.6081384","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6081384","","Analytical models;Computational modeling;Integrated circuit modeling;Kernel;Mathematical model;Runtime;Simulation","digital simulation;microcontrollers;mixed analogue-digital integrated circuits;transient analysis","PWM example circuit;SPICE-like analog simulator;SystemC digital simulation;SystemC event generation;SystemC microcontroller model;analog block accelerated simulation;analog circuit behavior;analog simulator;automotive domain;circuit response;digital simulator;mixed-signal accelerated simulation;mixed-signal circuit analysis;mixed-signal transient analysis;state space representation","","","","1","","11","","","20111117","","IEEE","","IEEE Conference Publications"
"New method for electrothermal simulations: HDTMOS in automotive applications","Tounsi, P.; Dorkel, J-M; Dupuy, P.; Chauffleur, X.; Fradin, J.-P.; Feybesse, A.; Chaunut, F.","Lab. d''Analyse et d''Archit. des Systemes, CNRS, Toulouse, France","Semiconductor Thermal Measurement and Management Symposium, 2004. Twentieth Annual IEEE","9-11 Mar 2004","2004","","","111","116","In this paper, an original method for electrothermal simulation is presented. This method is intended for automotive applications where an HDTMOS™-driven electronic actuator operates at a high switching frequency (20kHz). First, a SPICE electrical model of the switching cell is developed. The temperature-dependent intrinsic electrical parameters are extracted with thermally-controlled electrical I-V measurements. Power dissipation is calculated from the duty cycle, δ, load current, I<sub>M</sub>, and the junction temperature T. The results, which are the power dissipation values for all combinations of (δ,I<sub>M</sub>,T), are used to fill in a look-up table. Then the HDTMOS structure (chip, packaging and heatsink) is described with the help of the REBECA-3D software package, and the electrothermal balance is found for given waveforms of current and duty cycle. The originality of this method lies in the effective way of processing the great difference of thermal and electrical time-constants in the procedure of communication between the two simulation programs.","1065-2221","0-7803-8363-X","","10.1109/STHERM.2004.1291310","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1320461","","Actuators;Automotive applications;Electric variables measurement;Electrothermal effects;Power dissipation;SPICE;Software packages;Switching frequency;Table lookup;Temperature","SPICE;automotive electronics;thermal management (packaging)","20 kHz;HDTMOS;HDTMOS™-driven electronic actuator;REBECA-3D software package;SPICE electrical model;automotive applications;chip;electrothermal balance;electrothermal simulations;heatsink;high switching frequency;look-up table;packaging;power dissipation;switching cell","","","","2","","","","","20041004","","IEEE","","IEEE Conference Publications"
"27th International Spring Seminar on Electronics Technology (IEEE Cat. No.04EX830)","","","Electronics Technology: Meeting the Challenges of Electronics Technology Progress, 2004. 27th International Spring Seminar on","13-16 May 2004","2004","1","","0_3","","The following topics are dealt with: embedded microcontroller system; impedance transducers; resistive bridge algorithms; inspection systems; electronics packaging; finite state machines; industrial control systems; information modelling; white light interferometry; multilayered circuitry; SMT defects; automation; PFC converter; lead free soldering; thick-film resistors; electromagnetic compatibility; radar automated control; timetabling problems; testing method; induction motor faults; semiconductor device simulation; V-I converters; biosensors; DSP technology; boost converters; wireless sensor networks; power line carrier applications; current steering DACs; PCB integrated waveguides; deep submicrometer CMOS; microstrip antenna array; ultrasonic bonding methods; three-phase active power filter; CAN controller; CW Doppler radar; stroboscopic device; eddy current losses; wireless data transmission; electronic device reliability; piezoelectric resonance sensor array; nanoscale devices; SPICE modeling of MOSFETs; three-dimensional topography simulation; scheduling optimization; printed circuit board production; electronic modules; planar transformers; 3D bent multilayer hybrid structures; reactive sputtering; S-parameters; CMOS core design; soldering processes; statistical process control; electrostatic discharge; thin film optical parameters; low power automotive interface; digital radio channels; genetic algorithms; education methods; active filters; photosensitive sensors; biopotential measurement system; sensing of position and acceleration; linear optical sensor; temperature measurement and regulation; FIR filter; lossy transmission lines; matrix semiconductor photoconverters; laser diode driver; electronic hardware design using VHDL; enterprise resource planning; operational amplifier circuits; differential predictive coding; force sensor; quality problem; university-industry network; mixed-signal systems; metal induced crystallization; nanoscale materials; p-ty","","0-7803-8422-9","","10.1109/ISSE.2004.1490358","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1490358","","","","","","","","0","","","","","20050801","","IEEE","","IEEE Conference Publications"
"Proceedings of 36th Midwest Symposium on Circuits and Systems","","","Circuits and Systems, 1993., Proceedings of the 36th Midwest Symposium on","16-18 Aug. 1993","1993","","","0_1","","The following topics were dealt with: parallel and distributed multiprocessor systems; fuzzy logic and control; automotive applications; power systems; infrared image modelling; image coding; learning; adaptive signal processing; digital signal processing; computer networks and interconnection; circuit optimization; A/D convertors; robot control; image modelling; neural network applications; digital filters; VLSI architectures; broadband network routing and congestion control; discrete event systems; energy systems; robotics modelling and kinematics; biomedical systems; VLSI design; modelling and optimization; coding theory; circuit modelling; computer aided circuit design; computer architecture; nonlinear circuits; adaptive control and pole placement; EDA in education; image motion estimation; microwave circuits; identification; filtering; adders; circuit analysis; image processing; switched capacitor circuits; Petri nets; parallel architectures; application specific architectures; image recognition; transforms data network modelling; graph theory; communications; analog circuits; logic circuits; computer networks and protocols; SPICE macromodeling; fuzzy systems; analog filters; power electronics; machine vision; multiple-valued logic; computer arithmetic; speech processing","","0-7803-1760-2","","10.1109/MWSCAS.1993.343123","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=343123","","","CAD;VLSI;analogue-digital conversion;broadband networks;computer networks;control theory;discrete event systems;encoding;filtering theory;filters;fuzzy logic;fuzzy systems;image processing;learning systems;modelling;multiprocessing systems;network analysis;network synthesis;networks (circuits);neural nets;optimisation;power systems;robots;signal processing","","","","","0","","","","","20020806","16 Aug 1993-18 Aug 1993","IEEE","","IEEE Conference Publications"
"Design of logic gates for high temperature and harsh radiation environment made of 4H-SiC MESFET","Alexandru, M.; Banu, V.; Vellvehi, M.; Godignon, P.; Millan, J.","IMB-CNM, CSIC, Barcelona, Spain","Semiconductor Conference (CAS), 2010 International","11-13 Oct. 2010","2010","02","","413","416","Silicon carbide MESFETs are very attractive devices for high frequency applications, and communications. Progresses in the manufacturing of high quality SiC substrates open the possibility to new circuit applications. SiC unipolar transistors, such as JFETs and MESFETs have also a promising potential for digital integrated circuits operating at high temperature (HT) and/or in harsh environments. An increasing demand for HT compliant circuits comes from intelligent power management, automotive industry, and intelligent sensors for harsh environment, space and aerospace as well. The present work is a demonstration of logic gates design with normally-on 4H-SiC MESFET devices using HT Spice models extracted from experimental measurements. A complete library of functional HT logic gates allows the implementation of complex logic embedded in power management circuitry.","1545-827X","978-1-4244-5783-0","","10.1109/SMICND.2010.5650597","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5650597","4H-SiC;SiC MESFETs;SiC integrated circuits;high temperature electronics","Integrated circuit modeling;Logic gates;MESFETs;Resistors;Silicon carbide;Temperature;Temperature measurement","SPICE;Schottky gate field effect transistors;logic design;logic gates;semiconductor device models;silicon compounds;wide band gap semiconductors","SiC;automotive industry;digital integrated circuits;harsh radiation environment;high-temperature SPICE models;high-temperature compliant circuits;intelligent power management;intelligent sensors;logic gate design;normally-on 4H-SiC MESFET devices;power management circuitry;unipolar transistors","","","","2","","7","","","20101203","","IEEE","","IEEE Conference Publications"
"Optimal design of a synchronous DC-DC converter using analytical models and a dedicated optimization tool","Larouci, C.; Didier, J. P.; Aldebert, A.; Bouquet, O.; Prost, A.; Vauchel, J.","Lab. Commande et Syst., Ecole Superieure des Tech. Aeronaut. et de Constr. Automobile, France","Industrial Electronics Society, 2003. IECON '03. The 29th Annual Conference of the IEEE","2-6 Nov. 2003","2003","2","","1623","1628 Vol.2","The aim of this paper is to present an optimization approach of static converters using analytical models and a dedicated tool. Indeed, tools like Saber, Pspice or Simplorer are effective means for the power electronics structure time-domain studies. However, if these structures have an ac input and a high switching frequency (various time scales), or if several aspect studies are taken into account, time-domain simulation becomes painful and expensive in memory and computing time. The study of electromagnetic compatibility (EMC) performances is also difficult because of the line impedance stabilizer network (LISN) time-constants which come to penalize the time-domain simulation. In addition, in sizing and optimization process, results in short computing times are needed, so the time-domain simulation may be too time consuming. In this way, the paper proposes to carry out a compromise between the model accuracy and the tool rapidness and recommends the use of analytical models to optimize the passive element volume of static converters by respecting EMC standards, by minimizing the whole dissipated losses (conduction and switching semiconductor losses, core and copper inductor losses, capacitor losses) and by constraining the semiconductor junction, the winding and the magnetic circuit temperatures. This optimization approach is applied to a 42 V-14 V dc-dc converter for the automotive domain (output power 1 kW). The developed optimization procedure is validated by numerical simulation and measures.","","0-7803-7906-3","","10.1109/IECON.2003.1280301","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1280301","","Analytical models;Computational modeling;Constraint optimization;DC-DC power converters;Design optimization;Electromagnetic compatibility;Impedance;Power electronics;Switching frequency;Time domain analysis","DC-DC power convertors;SPICE;electromagnetic compatibility;losses;optimisation;time-domain analysis","42 to 14 V;dedicated optimization tool;electromagnetic compatibility performances;line impedance stabilizer network;power electronics structure;static converters;synchronous DC-DC converter;time-constants;time-domain simulation","","","","3","","18","","","20040405","","IEEE","","IEEE Conference Publications"
"Sensitivity simulative evaluation methodology in 315/433MHz RKE system","Jableka, M.; Niemiec, H.; Ryszko, A.; Jiang, G.; Klatka, T.; Szelest, M.","Tech. Center, Delphi Poland S.A., Krakow, Poland","Mixed Design of Integrated Circuits and Systems (MIXDES), 2013 Proceedings of the 20th International Conference","20-22 June 2013","2013","","","374","379","This paper shows the comparison between the simulative evaluation and laboratory measurements of Noise Figure in Remote Keyless Entry (RKE) System working in two variants - 315MHz and 433MHz. The key point is that simulation was made in SPICE-like simulator using the PCB extraction data and models that do not use the telegraphists' equations. The difference between the simulative based values and laboratory measurement values is only 2dB.","","978-83-63578-00-8","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6613377","Noise Figure;RKE;SPICE-like simulator;simulations","Antenna measurements;Integrated circuit modeling;Noise;Noise figure;Radio frequency;Receivers;Standards","UHF devices;access control;automotive electronics;keys (locking);printed circuits;radio receivers;radio transmitters;sensitivity analysis","PCB extraction data;RKE system;SPICE-like simulator;frequency 315 MHz;frequency 433 MHz;noise figure;remote keyless entry system;sensitivity simulative evaluation methodology;telegraphist equations","","","","0","","","","","20131010","","IEEE","","IEEE Conference Publications"
"Proof-of-concept gallium-nitride power electronic converter design for HEV energy management application","Dargahi, S.; Valizadeh, P.; Williamson, S.S.","Dept. of Electr. & Comput. Eng., Concordia Univ., Montreal, QC, Canada","Vehicle Power and Propulsion Conference (VPPC), 2011 IEEE","6-9 Sept. 2011","2011","","","1","5","The aim of this paper is to compare the switching behavior of GaN switches with state of the art Si MOSFETs. Associated parameters in determining the power dissipation of a switch are initially discussed and compared between commercial GaN and Si switches. The Spice models of switches provided by the manufacturer are used to simulate a typical half-bridge DC-DC converter and analyze the switching behavior, loss analysis and converter efficiency of the circuit. High switching loss generally due to the slow switching of power devices, limits the key power conversion figure of merit (FOM) of efficiency × density/cost. The possible contribution of GaN power transistors in high-voltage/high-frequency applications with respect to improvement of the aforementioned FOM is the main scheme of this paper.","Pending","978-1-61284-248-6","978-1-61284-246-2","10.1109/VPPC.2011.6043209","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6043209","DC-DC converter;GaN;automotive applications;high breakdown voltage","Capacitors;Gallium nitride;MOSFETs;Power electronics;Silicon;Switches;Switching loss","DC-DC power convertors;III-V semiconductors;automotive electronics;energy management systems;gallium compounds;power semiconductor switches;wide band gap semiconductors","GaN;HEV energy management application;Spice models;half-bridge DC-DC converter;power dissipation;power transistors;proof-of-concept gallium-nitride power electronic converter design;slow switching;switching behavior","","","","0","","23","","","20111013","","IEEE","","IEEE Conference Publications"
"AC macromodel of high voltage linear regulator with external MOSFET","Barzinska, V.; Partenov, I.; Manolov, E.D.","Automotive & Power Group, ON Semicond., Sofia, Bulgaria","Mixed Design of Integrated Circuits & Systems, 2009. MIXDES '09. MIXDES-16th International Conference","25-27 June 2009","2009","","","396","401","The paper presents an AC SPICE macromodel of voltage regulator and a design procedure for external components selection. The model is intended for one of the customer-driven linear regulators of ON Semiconductor Inc. It consists of ideal dependent sources (VCVS, VCCS, DC) and passive components. The model and the procedure decrease the time and the efforts for selecting the optimal values of the external components according to the specified output voltage and the load current. The validation of the macromodel presents perfect coincidence with the results from simulation of the complete transistor-level circuit and those from experimental measurement of silicon samples.","","978-1-4244-4798-5","978-83-928756-1-1","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5289597","Linear voltage regulator;SPICE;macromodel","Automotive engineering;Capacitors;Circuit simulation;Frequency;MOSFET circuits;Power MOSFET;Regulators;SPICE;Silicon;Voltage control","MOSFET;SPICE;semiconductor device models;voltage regulators","AC SPICE macromodel;ON Semiconductor Inc;complete transistor-level circuit;external MOSFET;high voltage linear regulator;passive components;silicon samples;voltage regulator","","","","0","","6","","","20091020","","IEEE","","IEEE Conference Publications"
"System analysis of a fully-integrated capacitive angular sensor","Sauter, T.; Kero, N.","Inst. of Comput. Technol., Vienna Univ. of Technol., Wien, Austria","Instrumentation and Measurement, IEEE Transactions on","Dec 2002","2002","51","6","1328","1333","Contact-less angle measurement principles are far superior to standard potentiometers in terms of service life and reliability. Still, their usage is limited due to sophisticated analog and digital signal processing mandatory to fully exploit their features. This paper presents the design of a fully-integrated angular speed sensor system based on a capacitive carrier frequency measurement principle. To optimize the performance, we combined a synchronous demodulation strategy with an external resonance filter serving both as clock reference and noise protection. This filter was extended by an additional low-pass easing implementation of the demodulator and compensating for internal signal delays. For system simulation, a simple analytical model based on Fourier synthesis was found to be superior to a conventional SPICE simulation. This efficient, time-domain-based verification method allowed performing an exhaustive analysis and optimization of the complete sensor system.","0018-9456","","","10.1109/TIM.2002.808040","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1177932","","Analytical models;Capacitive sensors;Demodulation;Digital signal processing;Filters;Frequency measurement;Goniometers;Measurement standards;Potentiometers;Sensor systems","angular measurement;automotive electronics;capacitive sensors;demodulation;intelligent sensors;simulation","Fourier synthesis;angular speed sensor system;capacitive angular sensor;capacitive carrier frequency measurement principle;clock reference;contact-less angle measurement;external resonance filter;fully-integrated capacitive angular sensor;low-pass implementation;noise protection;smart sensor;synchronous demodulation strategy;system simulation;time-domain-based verification method","","","","2","","6","","","20030219","","IEEE","IEEE Instrumentation and Measurement Society","IEEE Journals & Magazines"
"Bidirectional flyback DC-DC converter for hybrid electric vehicle: Utility, working and PSPICE computer model","Kashif, M.","Dept. of Electr. Eng., Aligarh Muslim Univ., Aligarh, India","Microelectronics and Electronics (PrimeAsia), 2012 Asia Pacific Conference on Postgraduate Research in","5-7 Dec. 2012","2012","","","61","66","There is a trend in the automotive industry to replace more engine driven mechanical and hydraulic loads with electrical loads, due to higher efficiency, safety requirement and driver's comfort. All of these new functions require the application of power electronics, by making use of dc/dc (conventional low power loads), dc/ac (air conditioning systems) and ac/dc (battery charging) converters. This paper first introduces the advance power system for hybrid electric vehicles (HEVs). The role of bidirectional dc-dc converter in the architecture is, then, explained. Out of several bidirectional dc-dc converter, flyback configuration is selected as it provides isolation between high voltage and low voltage side. Its working is also explained. Finally, a PSPICE model of the converter is proposed and results obtained for forward and backward conduction are reported.","2159-2144","978-1-4673-5065-5","","10.1109/PrimeAsia.2012.6458628","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6458628","Hybrid electric vehicles (HEVs);bidirectional dc-dc converter;converter model","Analytical models;Batteries;Integrated circuit modeling;Power electronics;SPICE;Switches;Voltage control","AC-DC power convertors;DC-DC power convertors;SPICE;hybrid electric vehicles;power engineering computing","HEV;PSPICE computer model;ac-dc converters;advance power system;air conditioning systems;automotive industry;backward conduction;battery charging;bidirectional flyback dc-dc converter;driver comfort;electrical loads;forward conduction;high voltage side;hybrid electric vehicle;hydraulic loads;low power loads;low voltage side;mechanical loads;power electronics;safety requirement;utility model;working model","","","","0","","7","","","20130211","","IEEE","","IEEE Conference Publications"
"Dynamic tests in complex systems [automotive electronics]","Tappe, R.; Ehrhardt, D.","AUDI AG Ingolstadt, Germany","Test Conference, 2001. Proceedings. International","2001","2001","","","609","614","Changes in system structures in the way toward distributed networks allow brand-new possibilities. In the automotive world new functions can be offered to the customer. Together with a distributed system rises the problem to identify a fault in the system because a faulty system behavior can not be associated directly to a fault component. New ways for an intelligent and effective fault detection must be found to solve the problem. The following work presents a solution for dynamic fault detection","1089-3539","0-7803-7169-0","","10.1109/TEST.2001.966680","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=966680","","Batteries;Circuit faults;Circuit testing;Electrical fault detection;Engines;Fault detection;Fault diagnosis;Gears;System testing;Vehicle dynamics","automatic testing;automotive electronics;distributed processing;fault diagnosis;integrated circuit testing","SPICE model;analog amplifier;automotive world;complex systems;distributed networks;distributed system;dynamic fault detection;dynamic tests;fault identification;intelligent fault detection","","","","1","","","","","20020806","30 Oct 2001-01 Nov 2001","IEEE","","IEEE Conference Publications"
"Co-Simulation of SPICE Netlists and VHDL-AMS Models via a Simulator Interface","Frank, F.; Weigel, R.","Univ. of Erlangen-Nuremberg, Erlangen","Signals, Systems and Electronics, 2007. ISSSE '07. International Symposium on","July 30 2007-Aug. 2 2007","2007","","","75","78","This paper addresses a method for simulator coupling allowing a transient time simulation of SPICE and the mixed-signal language VHDL-AMS within one simulation process. To this end, an interface between the two simulators SLSim and SMASH has been developed that links the slave simulator to the master process during runtime. Both simulator cores work independently of each other and the synchronization, which means data exchange, is done at adaptively calculated points in time. Since a mixed-signal simulator consists of an analog and a logic algorithm which are stepped independently through time, synchronization not only means data exchange between the both simulators, but also data exchange between the analog and the logic part of the VHDL-AMS simulator. Due to that, special attention has to be given to the synchronization mechanisms of the simulator interface. The functionality of the co-simulation will be shown by using examples from the field of automotive EMC simulation.","","1-4244-1448-2","1-4244-1449-0","10.1109/ISSSE.2007.4294417","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4294417","SPICE;VHDL-AMS;automotive EMC simulation;circuit simulation","Analytical models;Automotive engineering;Circuit simulation;Electromagnetic compatibility;Equivalent circuits;Integrated circuit modeling;Logic;Master-slave;SPICE;Transient analysis","SPICE;circuit simulation;hardware description languages;mixed analogue-digital integrated circuits","SLSim simulators;SMASH simulators;SPICE netlists;VHDL-AMS models;data exchange;mixed-signal language;simulator coupling;simulator interface;synchronization mechanisms;transient time simulation","","","","0","","10","","","20070827","","IEEE","","IEEE Conference Publications"
"Calculation of radiated emission from chassis connected to PCB with screw","Funato, H.; Suga, T.","Automotive Product Res. & Lab., Hitachi America Ltd., MI, USA","Electromagnetic Compatibility, 2009. EMC 2009. IEEE International Symposium on","17-21 Aug. 2009","2009","","","28","32","Calculation technique to obtain radiated electric far-field from assembled device: chassis with PCB has been investigated. Circuit model including ground and power planes are created in PSPICE in order to calculate frequency spectrum of the current flowing through the screw at different location. Next, simplified 3D chassis model are created with simplified PCB model which does not have any traces or patterns. The relation between radiated electric field from the simplified model and the screw current is calculated from that 3D model. Lastly, the radiated electric field from the chassis with PCB has been calculated using both PSPICE circuit simulation results and the chassis 3D simulation results. The difference of far-field at different screw location from the calculation was up to 6 dB, which shows good correlation with measurement results.","","978-1-4244-4266-9","978-1-4244-4058-0","10.1109/ISEMC.2009.5284705","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5284705","PCB;chassis;grounding","Assembly systems;Circuit simulation;Costs;Electromagnetic compatibility;Fasteners;Integrated circuit measurements;Laboratories;Power supplies;Product development;SPICE","SPICE;circuit simulation;printed circuits","3D chassis model;PCB;PSPICE circuit simulation;frequency spectrum;ground plane;power plane;radiated electric far-field;radiated emission;screw current;screw location","","","","0","","10","","","20091009","","IEEE","","IEEE Conference Publications"
"Towards a Metamodel for Integrating Multiple Models for Process Improvement","Banhesse, E.L.; Salviano, C.F.; Jino, M.","Centro de Tecnol. da Informacao Renato Archer, Campinas, Brazil","Software Engineering and Advanced Applications (SEAA), 2012 38th EUROMICRO Conference on","5-8 Sept. 2012","2012","","","315","318","Software Process Improvement (SPI) has been used successfully in software intensive organizations usually based on a single pre-defined reference model, such as, for example, a CMMI or ISO/IEC 15504 (SPICE) model. However, it has increased the need for utilization of multiple reference models for process improvement. The current solutions usually embrace the previous creation of a new model that integrates a set of specific models. This paper presents a Process Capability Profiles Metamodel for dynamic integration of elements from multiple reference models during a process improvement cycle. The metamodel uses Model Driven Engineering (MDE) as theoretical reference applied for process improvement instead of for software development. The metamodel provides a basis for evolving current SPI methodologies towards a Modeling Driven Process Improvement methodology. This paper also presents the rationality, specification, implementation strategy, current implementation and examples of the metamodel.","","978-1-4673-2451-9","","10.1109/SEAA.2012.34","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6328168","Metamodel;Model Driven Engineering (MDE);Software Process Improvement (SPI)","Automotive engineering;Capability maturity model;Computer architecture;Object oriented modeling;Organizations;SPICE","Capability Maturity Model","CMMI;ISO/IEC 15504 model;MDE;SPI;dynamic integration;model driven engineering;modeling driven process improvement methodology;multiple reference models;process capability profiles metamodel;single pre-defined reference model;software development;software intensive organizations;software process improvement","","","","0","","12","","","20121011","","IEEE","","IEEE Conference Publications"
"Requirements Exchange: From Specification Documents to Models","Adedjouma, M.; Dubois, H.; Terrier, F.","Electron. & Safety Dept., DELPHI France, Roissy, France","Engineering of Complex Computer Systems (ICECCS), 2011 16th IEEE International Conference on","27-29 April 2011","2011","","","350","354","The documentation of customer needs from the source specifications in a modeling environment for allocating them to architectural elements needs efficient tools and techniques in requirement engineering. Once requirements are present in models, enhancement with suitable properties, classification, prioritization. and allocation on system architecture are then possible. A downside is that the customer needs are likely to evolve over time, and then, we would need to manually redo the modeling of the requirements. Then, what we want to avoid is the manual definition of the customer needs from the source documents as a requirements model in the target environment. We propose in this paper a solution to import and export in Papyrus MDT, a UML modeling tool, the customers' needs from Microsoft documents using the Requirement Interchange Format, ReqIF.","","978-1-61284-853-2","978-0-7695-4381-9","10.1109/ICECCS.2011.42","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5773409","Interoperability;Metamodel;ReqIF;Requirement;Tool;UML Modeling","Automotive engineering;Biological system modeling;Proposals;SPICE;Standards;Unified modeling language;XML","Unified Modeling Language;customer services;formal specification","Papyrus MDT;ReqIF;UML modeling tool;customer needs;requirement engineering;requirement interchange format;requirements exchange;source specifications;specification documents","","","","0","","16","","","20110527","","IEEE","","IEEE Conference Publications"
"Analysis of Quasi-square Waveform to Eliminate Acoustic Resonances in Lamps of High Intensity Discharge (HID)","Tapia, J.A.A.; Silva, M.P.; Rodriguez, J.A.C.","Centra Nac. de Investig. y Desarrollo Tecnol., CENIDET, Cuernavaca, Mexico","Electronics, Robotics and Automotive Mechanics Conference (CERMA), 2011 IEEE","15-18 Nov. 2011","2011","","","315","319","This paper presents the study of quasi-square waveforms in order to avoid the problem of acoustic resonances in lamps of high intensity discharge. The study consists in the analysis of the electric power waveform, mainly, the study of the effect of the power harmonics generated with the quasi square waveform over the arc discharge of the lamp. The incidence of the acoustic resonances is evaluated by means of the wave equation for a high pressure Sodium lamp model Lucalox LU-70. After, the harmonics of the power waveform are obtained by Spice simulations and compared with the characteristics frequencies evaluated for this lamp. The analysis of the results indicate that a low frequency it is possible to avoid the presence of acoustic resonances with this kind of waveforms.","","978-1-4577-1879-3","","10.1109/CERMA.2011.58","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6125849","","Acoustics;Electronic ballasts;Fluorescent lamps;Harmonic analysis;High intensity discharge lamps;Power system harmonics;Resonant frequency","SPICE;acoustic resonance;discharge lamps","Lucalox LU-70;SPICE simulations;acoustic resonance elimination;electric power waveform;high intensity discharge lamps;high pressure sodium lamp model;power harmonics;quasi-square waveform;wave equation","","","","0","","20","","","20120109","","IEEE","","IEEE Conference Publications"
"Is Automotive SPICE Suitable to Assess Product Lines-Based Software Process?","Lami, Giuseppe; Fabbrini, Fabrizio; Fusani, Mario","Ist. di Scienza e Tecnol. dell''Inf., Consiglio Naz. delle Ric., Pisa, Italy","Engineering of Computer Based Systems (ECBS-EERC), 2011 2nd Eastern European Regional Conference on the","5-6 Sept. 2011","2011","","","157","158","Automotive is an application domain where Software Product Lines (SPL) are widely applied for software development. Automotive SPICE has been defined as a tailoring for automotive of the general standard ISO/IEC 15504 that provides a schema for evaluating the capability of the software process and a framework for improvement. Automotive SPICE is today widely applied in the automotive industry. The authors, on the basis of their wide experience in leading software process assessments in the automotive field, address in this paper the suitability of the Automotive SPICE standard to be applied in organizations where the SPL paradigm is applied.","","978-1-4577-0683-7","978-0-7695-4418-2","10.1109/ECBS-EERC.2011.36","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6037533","Automotive SPICE;Software Process Assessment;Software Product Lines","Automotive engineering;ISO standards;Modeling;Project management;SPICE;Software testing","IEC standards;ISO standards;SPICE;automotive engineering;software performance evaluation","ISO-IEC 15504;automotive SPICE;automotive industry;product lines based software process assessment;software development;software product lines","","","","0","","10","","","20111010","","IEEE","","IEEE Conference Publications"
