"http://ieeexplore.ieee.org/search/searchresult.jsp?bulkSetSize=419&queryText%3DAutomotive+MATLAB",2014/02/11 19:40:45
"Document Title",Authors,"Author Affiliations","Publication Title","Publication Date","Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","DOE Terms","PACS Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Date Added To Xplore,"Meeting Date","Publisher","Sponsors",Document Identifier
"Automotive integrated supply chain management decision support system","Lizhen Du; Zhen Wang; Cheng Rao","Dept. of Ind. Eng., Wuhan Univ. of Sci. & Eng., Wuhan, China","Communication Systems, Networks and Applications (ICCSNA), 2010 Second International Conference on","June 29 2010-July 1 2010","2010","2","","263","266","For any mature enterprise which has integrated modern management concept, it should have a set of perfect computer decision support system in order to provide a scientific decision basis for the decision maker to carry on management and planning. In this paper, on the basis of automotive integrated supply chain management decision model and the optimized algorithm, a set of automotive integrated supply chain management decision support system is developed independently by using the sofeware-Matlab7.0, which can provide a scientific and reasonable decision basis for managers verified by examples.","","978-1-4244-7475-2","","10.1109/ICCSNA.2010.5588864","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5588864","Decision Support System;Demand Forecasting;Integrated Supply Chain Management;Performance Evaluation;Supplier Evaluation and Selection","Computational modeling;Computer languages;Decision making;Markov processes;Mathematical model;Measurement uncertainty","automobile manufacture;decision support systems;supply chain management","Matlab 7.0;automotive integrated supply chain management decision support system;integrated modern management concept;mature enterprises;scientific decision basis","","","","0","","12","","","20100930","","IEEE","","IEEE Conference Publications"
"Dynamic control of an electric steering vehicle","Shirong Yan; Zhenhai Su","Sch. of Mech. Eng. & Autom., Fuzhou Univ., Fuzhou","Automation and Logistics, 2008. ICAL 2008. IEEE International Conference on","1-3 Sept. 2008","2008","","","1739","1744","In the paper, a new dynamic control scheme is developed, which is used to control a steering system for an electric rear independent driving car. The control system consists of a feedforward control subsystem, a feedback control subsystem and a SRC subsystem, which makes the car move along some curve ways safely and reliably. To investigate the control system performance, some simulation work is done based on MATLAB/Simulink. The simulation study shows the control system can make the electric vehicle steer reliably and stably.","","978-1-4244-2502-0","978-1-4244-2503-7","10.1109/ICAL.2008.4636437","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4636437","Dynamic Control;Electric Vehicle;Slip Ratio;Steering","Automatic control;Automation;Automotive engineering;Control system synthesis;Control systems;Electric vehicles;MATLAB;Traction motors;Vehicle dynamics;Wheels","automobiles;electric vehicles;feedback;feedforward;steering systems","Matlab/Simulink;SRC subsystem;dynamic electric steering vehicle control;electric rear independent driving car;feedforward control subsystem","","","","0","","9","","","20080930","","IEEE","","IEEE Conference Publications"
"Accurate discrete-continuous dynamical simulation of dextrous manipulation","Schlegl, T.; Strobl, F.; Buss, M.","SiemensVDO Automotive AG, Regensburg, Germany","Intelligent Robots and Systems, 2001. Proceedings. 2001 IEEE/RSJ International Conference on","2001","2001","1","","120","125 vol.1","This paper presents an approach towards modeling and accurate dynamical simulation of multi-fingered dextrous manipulation. A hybrid discrete-continuous systems approach allows one to integrate time-driven mechanical characteristics and discrete-event aspects due to varying contact situations into one comprehensive modeling framework. A formal description is derived which can straightforwardly be embedded into a simulation environment like e.g. MATLAB. Dynamical simulations of a four-fingered hand manipulating an object demonstrate the high accuracy of our approach","","0-7803-6612-3","","10.1109/IROS.2001.973346","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=973346","","Automatic control;Automotive engineering;Control system synthesis;Control systems;Discrete event simulation;Fingers;Logistics;MATLAB;Mathematical model;Production systems","continuous time systems;dexterous manipulators;digital simulation;discrete event systems;manipulator dynamics","continuous time systems;dextrous manipulators;discrete event systems;dynamics;formal description;multifingered hand;object manipulation","","","","1","","","","","20020806","29 Oct 2001-03 Nov 2001","IEEE","","IEEE Conference Publications"
"A low-cost driving simulator for full vehicle dynamics simulation","Huang, A.R.W.; Chihsiuh Chen","Dept. of Mech. Eng., Nat. Changhua Univ. of Educ., Taiwan","Vehicular Technology, IEEE Transactions on","Jan 2003","2003","52","1","162","172","This paper describes the construction of a low-cost PC-based driving simulator that can perform five degree-of-freedom (DOF) motions similar to a road vehicle. The mathematical equations of vehicle dynamics are first derived from the 2-DOF bicycle model and incorporated with the tire, steering, and suspension subsystems. The equations of motion are then programmed by MATLAB, transferred into C++ code in the MIDEVA environment, and further developed into a motion platform control program by C++Builder. To achieve the simulator functions, a motion platform that is constructed by five hydraulic cylinders is designed, and its kinetics/inverse kinetics analysis is also conducted. Driver operation signals such as steering wheel angle, accelerator pedal, and brake pedal positions are measured to trigger the vehicle dynamics calculation and further actuate the cylinders by the motion platform control program. In addition, a digital PID controller is added to achieve the stable and accurate displacements of the motion platform. The experiments prove that the designed simulator is adequate in performing some special road driving situations discussed in this paper.","0018-9545","","","10.1109/TVT.2002.807157","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1193102","","Analytical models;Bicycles;Equations;Kinetic theory;MATLAB;Mathematical model;Motion control;Road vehicles;Tires;Vehicle dynamics","automotive electronics;control system analysis computing;digital control;engineering computing;road traffic;three-term control;vehicle dynamics","MATLAB;accelerator pedal;brake pedal positions;computer simulation;degree-of-freedom;digital PID controller;full vehicle dynamics simulation;hydraulic cylinders;kinetics/inverse kinetics analysis;low-cost driving simulator;motion platform;operation signals;steering;steering wheel angle;suspension;tire","","","","11","","45","","","20030408","","IEEE","IEEE Vehicular Technology Society","IEEE Journals & Magazines"
"Modeling of legged robot based on Colombian insect observations","Rodriguez Cifuentes, N.J.; Hernando Garzon Porras, J.","Univ. Distrital, Bogota","Electronics, Robotics and Automotive Mechanics Conference, 2007. CERMA 2007","25-28 Sept. 2007","2007","","","506","511","This paper present the modeling and simulation of a legged robot. Walking machine was based on scarab's characteristics. Dynamic modeling was raised by means of the use of mechatronic networks schemes. The robot simulation was made into Matlab environment using the Simulink toolbox. Simulation diagrams was built from dynamic equations taking part in electro mechanic networks.","","978-0-7695-2974-5","","10.1109/CERMA.2007.4367737","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4367737","","Apertures;Batteries;Computational modeling;Insects;Intelligent robots;Leg;Legged locomotion;Mathematical model;Robotics and automation;Vehicle dynamics","control system analysis computing;legged locomotion;robot dynamics","Colombian insect observations;dynamic equations;dynamic modeling;legged robot modeling;mechatronic networks schemes;walking machine","","","","0","","8","","","20071029","","IEEE","","IEEE Conference Publications"
"Optimal torque control of the Interior Permanent Magnet Synchronous Machine","Carpiuc, S.; Patrascu, D.; Lazar, C.","Dept. of Autom. Control & Appl. Inf., Tech. Univ. Gheorghe Asachi of Iasi, Iasi, Romania","Information, Communication and Automation Technologies (ICAT), 2011 XXIII International Symposium on","27-29 Oct. 2011","2011","","","1","8","The basic function of any type of electric machine used in automotive powertrain is to propel the automobile in motor mode or to recharge the high-voltage battery in generator mode. The torque control of electric machine in motor and generator modes, using more efficient high-voltage battery, is a goal for automotive industry. The entire control structure must be designed so as to take into account also the limitations of the computer based implementation in an Electronic Control Unit. A good choice for Hybrid Electric Vehicles (HEVs), due to many advantages, is the Interior Permanent Magnet Synchronous Machine (IPMSM). In this paper, a model for a 35 KW IPMSM used by a future HEV is presented. Starting from the developed model a dynamic simulator was implemented in MATLAB/SIMULINK and then, an optimal field oriented control strategy is applied with aims at optimum torque control both in constant torque region and in constant power region, considering the variation of machine parameters. The model was validated against the data provided by Continental Automotive Romania from the system testbench. The simulated results obtained with the proposed control strategy are compared with the ones obtained with the classical PID approach and the results show improved performances.","","978-1-4577-0744-5","","10.1109/ICAT.2011.6102091","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6102091","Interior Permanent Magnet Synchronous Machine;constant power region;constant torque region;current referencer;hybrid electric vehicles;optimal field oriented torque control","Couplings;Equations;Mathematical model;Rotors;Stators;Torque","automobile industry;hybrid electric vehicles;machine vector control;optimal control;permanent magnet machines;power transmission (mechanical);synchronous machines;three-term control;torque control","Continental Automotive Romania;MATLAB;PID approach;SIMULINK;automotive industry;electric machine;electronic control unit;generator mode;high-voltage battery recharging;hybrid electric vehicles;interior permanent magnet synchronous machine;motor mode;optimal field oriented control strategy;optimal torque control;power 35 kW","","","","2","","20","","","20111215","","IEEE","","IEEE Conference Publications"
"Control algorithm of fuel cell/battery hybrid vehicular power system","Xiangjun Li; Liangfei Xu; Jianfeng Hua; Jianqiu Li; Minggao Ouyang","State Key Lab. of Automotive Safety & Energy, Tsinghua Univ., Beijing","Vehicle Power and Propulsion Conference, 2008. VPPC '08. IEEE","3-5 Sept. 2008","2008","","","1","6","In this paper, a control strategy for a vehicular power system combined with a proton exchange membrane fuel cell and a battery energy system (BES) has been presented. The control, witch takes into account the slow dynamic of fuel cell and the state of charge (SOC) of BES, is investigated based on the proposed fuzzy logic control (FLC) for the vehicular power system. Fuel cell output power was determined according to the driving load requirement and the SOC, using fuzzy dynamic decision-making and fuzzy self-organizing concepts. Analysis of simulation results is discussed by Matlab/Simulink software to verify the effectiveness of the proposed control strategy. The control scheme can be used to improve the operational efficiency of hybrid power system.","","978-1-4244-1848-0","978-1-4244-1849-7","10.1109/VPPC.2008.4677613","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4677613","PEM fuel cell;energy storage system;fuzzy logic controller and dynamic modeling;renewable energy","Batteries;Control systems;Fuel cells;Hybrid power systems;Power system control;Power system dynamics;Power system simulation;Power systems;Protons;Vehicle dynamics","battery powered vehicles;control engineering computing;decision making;fuel cell vehicles;fuzzy control;mathematics computing;proton exchange membrane fuel cells","Matlab-Simulink software;battery energy system;battery hybrid vehicular power system;control strategy;driving load requirement;fuel cell vehicular power system;fuzzy dynamic decision-making;fuzzy logic control;fuzzy self-organizing concepts;proton exchange membrane fuel cell;state of charge","","","","1","","12","","","20081118","","IEEE","","IEEE Conference Publications"
"Practical solution for automotive electronic throttle control based on FPGA","Qian Weikang; Wang Li; Xie Lingjun; Zeng Yifang","Sch. of Comput. & Electr. Eng., Univ. of Shanghai for Sci. & Technol., Shanghai","Signal Processing, 2008. ICSP 2008. 9th International Conference on","26-29 Oct. 2008","2008","","","453","457","The throttle valve or electronic throttle valve is one of the critical parts of car power-train control. It plays an important role in improving motor vehicle dynamic characteristics, safety and comfort, reducing pollution discharge. This paper introduces a practical solution for automotive electronic throttle control (ETC) based on Xilinx-FPGA, in which analyses the characteristic of the throttle valve, develops the system process model and researches the control strategy. A kind of dual control algorithm is proposed in the paper. That means in the large-signal control mode as start-up period of throttle valve from zero, the entire system is regarded as linear and the response is determined by the PID controller; while in the small-signal control mode during running time, the nonlinear friction and spring force compensator and air disturbance has the dominant influence on the control system behavior. Then it substitutes the original control models on Matlab/Simulink platform combined with the models from Xilinx Blockset library, and simulates the system simultaneously by software and co-hardware to verify the design. At last it gives the real-time control result with Xilinx-FPGA application.","","978-1-4244-2178-7","978-1-4244-2179-4","10.1109/ICOSP.2008.4697168","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4697168","","Automotive electronics;Control systems;Field programmable gate arrays;Force control;Mathematical model;Nonlinear control systems;Pollution;Valves;Vehicle dynamics;Vehicle safety","automotive electronics;field programmable gate arrays;friction;mechanical variables control;power transmission (mechanical);three-term control;valves","Matlab;PID controller;Simulink;Xilinx-FPGA;air disturbance;automotive electronic throttle control;car power-train control;electronic throttle valve;large-signal control;motor vehicle dynamic characteristics;nonlinear friction;spring force compensator","","","","1","","5","","","20081208","","IEEE","","IEEE Conference Publications"
"Automatic Transmissions Diagnosis Based on Fuzzy Neural Network","Mo Lianguang","Dept. of City Manage., Hunan City Univ., Yiyang, China","Digital Manufacturing and Automation (ICDMA), 2011 Second International Conference on","5-7 Aug. 2011","2011","","","241","245","To explore the deficiency of the traditional neural network in fault diagnosis, a combination of fuzzy theory and neural network based on improved BP algorithm was proposed, and used in the fault diagnosis of automatic transmissions. Through the establishment of the common failure knowledge base, fuzzy theory was used to process the fault information and to obtain the neural network training samples. With the simulation by Matlab software, the result shows the method can effectively overcome the deficiency of standard BP algorithm, and provides efficient way for the fault diagnosis of automatic transmissions.","","978-1-4577-0755-1","978-0-7695-4455-7","10.1109/ICDMA.2011.66","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6051996","fault diagnosis;neural network;uzzy theory","Automobiles;Biological neural networks;Circuit faults;Fault diagnosis;Gears;Neurons;Training","automotive engineering;backpropagation;fault diagnosis;fuzzy neural nets;mechanical engineering computing;power transmission (mechanical)","BP algorithm;Matlab software;automatic transmissions diagnosis;automobile;common failure knowledge base;fault diagnosis;fuzzy neural network;neural network training samples","","","","0","","7","","","20111020","","IEEE","","IEEE Conference Publications"
"Estimating Indoor Zone-Level Location Using Wi-Fi RSSI Fingerprinting Based on Fuzzy Inference System","Salazar, A.S.; Aguilar, L.; Licea, G.","Fac. of Chem. Sci. & Eng, Univ. of Baja California, Tijuana, Mexico","Mechatronics, Electronics and Automotive Engineering (ICMEAE), 2013 International Conference on","19-22 Nov. 2013","2013","","","178","184","Recent advances in communication and mobile technology have becoming the Wireless Local Area Networks using Wi-Fi more ubiquitous. These networks are providing a potential infrastructure that enable the location of users wearing wireless devices indoor, where GPS (Global Position System) signal is weak or is not available. Trilateration and Fingerprinting are the two conventional and general methods used for calculating location using Wi-Fi RSSI (received signal strength indicator) data. This work presents an alternative method to people indoor localization using the Wi-Fi RSSI Fingerprinting based on Fuzzy Inference Systems estimator in a wearable wristband. Wi-Fi Fingerprinting creates a radio map of a given area based on the RSSI data from several access points (APs) and generates a set of RSSI data for a given zone location. Then the Fuzzy Inference System is trained with that set of data and upon the system is trained, live RSSI values are introduced to the Fuzzy Inference System to generate an estimation of the user zone location.","","978-1-4799-2252-9","","10.1109/ICMEAE.2013.27","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6713975","","Buildings;Estimation;Fingerprint recognition;Fuzzy logic;IEEE 802.11 Standards;MATLAB;Wireless sensor networks","fuzzy reasoning;indoor radio;mobile computing;wearable computers;wireless LAN","Wi-Fi RSSI data;Wi-Fi RSSI fingerprinting;access points;fuzzy inference system;indoor zone-level location estimation;mobile technology;radio map;received signal strength indicator;ubiquitous computing;user zone location estimation;wearable wristband;wireless devices;wireless local area networks","","","","","","","","","20140116","","IEEE","","IEEE Conference Publications"
"Design and verification of a low-cost reconfigurable 16-QAM system","Yufeng Lu; In Soo Ahn; Gaught, A.","Dept. of Electr. & Comput. Eng., Bradley Univ., Peoria, IL, USA","Electro/Information Technology (EIT), 2013 IEEE International Conference on","9-11 May 2013","2013","","","1","4","Field Programmable Gate Array (FPGA) has been widely used in automotive, broadcast, high performance computing, video and image processing. In this paper, a reconfigurable 16-QAM system is designed using hardware description language (HDL). An efficient design with less logic resource usage and better design compatibility has been implemented on an FPGA. Additionally, a cross-tool design flow is discussed for project verification. This type of study could have a broader impact in communication research and education.","2154-0357","978-1-4673-5207-9","","10.1109/EIT.2013.6632660","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6632660","16-QAM;Compatibility;FPGA;Verification","Field programmable gate arrays;Generators;Hardware;Hardware design languages;MATLAB","field programmable gate arrays;formal verification;hardware description languages;logic design;quadrature amplitude modulation;reconfigurable architectures","FPGA;HDL;communication education;communication research;cross-tool design flow;design compatibility;field programmable gate array;hardware description language;logic resource usage;low-cost reconfigurable system;project verification;reconfigurable 16-QAM system","","","","0","","","","","20131017","","IEEE","","IEEE Conference Publications"
"Case study of filter design in embedded systems","Matsuda, A.; Baba, S.","Dept. of Automotive Sci., Kyushu Univ., Fukuoka, Japan","Research and Development (SCOReD), 2011 IEEE Student Conference on","19-20 Dec. 2011","2011","","","247","252","The MATLAB M language provides constructs for the simple representation of functions, and has been used extensively for algorithm development and verification in embedded system design. The M language processes entire arrays simultaneously, and it is expected that design based on M can be implemented faster and with the same or higher quality as compared with design based on other languages. This paper presents a case study of a design of a filter for signal processing using M-based design flow. The results of the case study demonstrate the high efficiency of the M-based design flow as compared to traditional functional modeling and manual coding using a hardware description language.","","978-1-4673-0099-5","","10.1109/SCOReD.2011.6148745","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6148745","M language;algorithm development;embedded system;filter;signal processing;verification","Algorithm design and analysis;Design methodology;Embedded systems;Filtering algorithms;Hardware;Hardware design languages;MATLAB","embedded systems;filtering theory;hardware description languages;signal processing","M language process;MATLAB M language;embedded systems;filter design;hardware description language;signal processing","","","","0","","12","","","20120209","","IEEE","","IEEE Conference Publications"
"Observability Checking to Enhance Diagnosis of Real Time Electronic Systems","Khlif, M.; Shawky, M.","Heudiasyc UMR 6599, Univ. de Technol. de Compiegne, Compiegne","Distributed Simulation and Real-Time Applications, 2008. DS-RT 2008. 12th IEEE/ACM International Symposium on","27-29 Oct. 2008","2008","","","69","74","This paper describes a new property checking approach in order to enhance the diagnosis ability of an electronic embedded system, included in an automotive application. We consider functional diagnosis that is not necessarily oriented towards electronic components, and may result from flaws in the design process. The idea is, at the highest levels of the design procedure, to be able to assess the observability degree of the aimed system. Our approach is based on the analysis of the system simulation results. It allows checking the observability property in a real time electronic system in order to improve its diagnosis capacity.To reach this objective, we have set up an iterative modeling process. The model of the real time electronic system represents the input for the simulation step, which precedes the property checking. It is possible to model the system in two different ways: either with a combined architectural and functional modeling using SystemC, or solely functional modeling using Matlab/Simulink. Then, we check the observability property of the system, if it is not verified, our contribution consists in adding a feedback to the modeling step to improve the model. Otherwise, we validate the result through a test in an electronic automotive platform using as input the Simulink model used for the simulation step.","1550-6525","978-0-7695-3425-1","","10.1109/DS-RT.2008.18","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4700105","Observability;co-simulation;comodeling;property checking;real time system diagnosis","Analytical models;Automotive applications;Electronic components;Electronic equipment testing;Embedded system;Feedback;Mathematical model;Observability;Process design;Real time systems","electronic engineering computing;iterative methods;mathematics computing;observability","Matlab-Simulink;SystemC;electronic embedded system;iterative modeling process;observability checking;property checking;real time electronic system diagnosis","","","","2","","23","","","20081208","","IEEE","","IEEE Conference Publications"
"Real time control of electrical machine drives: A review","Menghal, P.M.; Laxmi, A.J.","Fac. of Electron., Militray Coll. of Electron. &amp; Mech. Eng., Secunderabad, India","Power, Control and Embedded Systems (ICPCES), 2010 International Conference on","Nov. 29 2010-Dec. 1 2010","2010","","","1","6","Over the last two decades, commercially available computer has become both increasingly powerful and increasingly affordable. This, in turn, has led to the emergence of highly sophisticated simulation software applications that not only enable high-fidelity simulation of dynamic systems and related controls, but also automatic code generation for implementation in industrial controllers. Today, electric drives, power electronic systems and their controls are getting more and more complex, and their use is widely increasing in all sectors: power systems, traction, hybrid vehicles, industrial and home electronics, automotive, naval and aerospace systems, etc. Advances in Microprocessors, Microcomputers, Microcontrollers such as DSP, FPGA, dSPACE etc. and Power Semiconductor devices have made tremendous impact on electric motor drives. Due to advancement of the software tools like MATLAB/SIMULINK with its Real Time Workshop (RTW) and Real Time Windows Target (RTWT), real time simulators are used extensively in many engineering fields, such as industry, education and research institutions. As consequences, inclusion of the real time simulation applications in modern engineering provides great help for the researcher and academicians. A case is made to present overview of the Real Time Simulations of Electrical Machine Drives possibility of including these techniques in modern engineering and practices. This paper will also discuss various real time simulation techniques such as Real Time Laboratory (RT Lab). Rapid Control Prototyping (RCP) and Hardware in the Loop (HIL) can be used in a modern engineering.","","978-1-4244-8543-7","","10.1109/ICPCES.2010.5698697","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5698697","Hardware in the Loop (HIL);Real Time Lab (RT Lab);Real Time Simulation;Real Time Workshop","","electric drives;machine control","automatic code generation;dynamic system;electrical machine drive;hardware in the loop;industrial controller;matlab;microcomputer;microcontroller;microprocessor;power electronic system;rapid control prototyping;real time control;real time laboratory;real time simulator;real time windows target;real time workshop","","","","0","","26","","","20110120","","IEEE","","IEEE Conference Publications"
"Hierarchical Model-Based Fault Diagnosis for an Electrical Power Generation Storage Automotive System","Scacchioli, A.; Rizzoni, G.; Pisu, P.","Ohio State Univ., Columbus","American Control Conference, 2007. ACC '07","9-13 July 2007","2007","","","2991","2996","This paper deals with the design and validation, through simulation in a Matlab/Simulink environment, of a high-level model-based diagnostic algorithm for an automotive electric-power generation storage system (EPGS). The EPGS includes and alternator with rectifier, a battery and a voltage regulator. Mathematical models of these subsystems, based on the physics of the processes involved, consist of time-varying nonlinear ODEs. The diagnostic problem is approached in hierarchical fashion, and this paper focuses on a high-level (supervisory) diagnosis aimed at distinguishing between faults in the alternator and battery subsystems. The proposed diagnostic approach is based on the generation of residuals using system models and through comparison of the predicted and measured value of selected variables, including alternator output current, field voltage, battery current, battery voltage and engine speed. This paper outlines the development of a high-level model of the EPGS system, a high-level diagnostic algorithm and simulation results.","0743-1619","1-4244-0988-8","1-4244-0989-6","10.1109/ACC.2007.4282836","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4282836","","Algorithm design and analysis;Alternators;Automotive engineering;Batteries;Fault diagnosis;Mathematical model;Power generation;Power system modeling;Rectifiers;Voltage","automobiles;differential equations;electric vehicles;fault diagnosis","Matlab environment;Simulink;electrical power generation storage automotive system;hierarchical model-based fault diagnosis;high-level supervisory diagnosis;time-varying nonlinear ODE","","","","6","","5","","","20070730","","IEEE","","IEEE Conference Publications"
"Characterisation of a commercial automotive lithium ion battery using extended Kalman filter","Daboussy, M.; Chrenko, D.; Aglzim, E.-H.; Che Daud, Z.H.; Le Moyne, L.","DRIVE Lab., Univ. of Burgundy, Nevers, France","Transportation Electrification Conference and Expo (ITEC), 2013 IEEE","16-19 June 2013","2013","","","1","6","This paper presents a extented Kalman filter based on a dynamic model of a commercial lithium ion battery pack in automotive applications, and experimental data are collected using the Noao. This vehicle is an electric track with range extender, which has been developed and produced by the association Pôle de Performance de Nevers Magny-Cours (PPNMC). This model has been developed with MATLAB/Simulink to investigate the output characteristics of lithium-ion batteries. It incorporates I-V performance of the battery, battery capacity fading, temperature effect on battery performance, and the battery temperature rise. This estimation technique is used in order to estimate some parameters, which cannot be measured directly by physical sensors such as SOC and SOH and to compensate for uncertainties in the model parameters and the measurements. The proposed model is validated by comparing simulation results with experimental data collected through battery testbed of Noao vehicle.","","978-1-4799-0146-3","","10.1109/ITEC.2013.6574522","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6574522","Extended Kalman filter;Hybrid vehicle;SOC;SOH;capacity fading;lithium ion battery;modeling;temperature effect","Batteries;Battery charge measurement;Current measurement;Fading;Integrated circuit modeling;Mathematical model;Vehicles","Kalman filters;battery powered vehicles;secondary cells","MATLAB-Simulink;Noao vehicle;SOC;SOH;automotive secondary battery;battery capacity fading;battery performance;electric track;extended Kalman filter;lithium ion battery pack;range extender;state of charge;state of health;temperature effect","","","","0","","29","","","20130805","","IEEE","","IEEE Conference Publications"
"The vibration parameter fault diagnosis for automobile engine based on ANFIS","Rong-ling Shi; Ji-yun Zhao; Li-fang Kong","Sch. of Machine & Electr. Eng., China Univ. of Min. & Technol., Xuzhou, China","Computer, Mechatronics, Control and Electronic Engineering (CMCE), 2010 International Conference on","24-26 Aug. 2010","2010","3","","558","561","The paper builds the fault diagnosis model and optimizes the input interface of the model by normalizing the initial data of the vibration parameter for the automobile engine, carrying on information fusion and adopting the Adaptive Neural Fuzzy Interference System (ANFIS). The recognition rate of the model reaches 91.25% under the test of field test data. The experiment indicates that the model enjoys reliability, strong generalization ability, and high failure recognition rate. Moreover, it can effectively detect the vibration parameter failure for the automobile engine.","","978-1-4244-7957-3","","10.1109/CMCE.2010.5610248","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5610248","ANFIS (Adaptive Neural Fuzzy Interference System);fault diagnosis;information fusion;vibration parameter","Analytical models;Automobiles;Educational institutions;Engines;Indexes;MATLAB;Mathematical model","adaptive systems;automotive engineering;fault diagnosis;fuzzy neural nets;fuzzy systems;internal combustion engines;mechanical engineering computing;vibrations","ANFIS;adaptive neural fuzzy interference system;automobile engine;data recognition;information fusion;vibration parameter fault diagnosis","","","","0","","10","","","20101025","","IEEE","","IEEE Conference Publications"
"Flatness Based Control of a Buck-Converter/DC-Motor Combination","Silva-Ortigoza, R.; Alba-Martinez, J.M.; Marciano-Melchor, M.; Hernandez-Guzman, V.M.; Marcelino-Aranda, M.","CIDETEC-IPN, Mexico City, Mexico","Electronics, Robotics and Automotive Mechanics Conference (CERMA), 2012 IEEE Ninth","19-23 Nov. 2012","2012","","","294","299","This paper shows a control law designed for a DC/DC Buck-Power-Converter and DC-motor system by using the differential flatness property of the plant model. This approach is meant to perform angular speed control for tracking trajectory applications. The flatness property of the DC motor model is exploited in order to propose a high hierarchal control system, which allows the angular speed to track a desired trajectory. This controller provides the voltage profiles that must be tracked by the Buck converter and a low-hierarchical control is designed in order to ensure the aforementioned. This is accomplished using another flatness based control. The findings are verified through numerical simulations with Mat lab-Simulink software.","","978-1-4673-5096-9","","10.1109/CERMA.2012.55","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6524594","Buck power converter;DC motor;Differential flatness;Trajectory tracking","","DC motors;DC-DC power convertors;angular velocity control;machine control;numerical analysis","DC-DC buck power converter;Matlab-Simulink software;angular speed control;buck converter-DC motor combination;differential flatness property;flatness-based control;high-hierarchal control system;low-hierarchical control;numerical simulations;plant model;tracking trajectory applications;voltage profiles","","","","0","","18","","","20130610","","IEEE","","IEEE Conference Publications"
"Research on Maximum Road Adhesion Coefficient Estimation for Distributed Drive Electric Vehicle","Mingyuan Bian; Long Chen; Yugong Luo; Keqiang Li","State Key Lab. of Automotive Safety & Energy, Tsinghua Univ., Beijing, China","Mechanical and Automation Engineering (MAEE), 2013 International Conference on","21-23 July 2013","2013","","","90","94","In consideration the drawbacks of some existing road adhesion coefficient estimation methods, a maximum road friction estimation method was proposed in this paper based on the model reconstruction principles, which fully took the advantages that the wheel dynamic parameters of distributed drive electric vehicle can be obtained accurately. The simplified tire model originated from magic formula for the evaluation of the longitudinal adhesion coefficient was analyzed, and the principles of the peak road adhesion coefficient estimation method based on model reconstruction were illustrated. Vehicle dynamics simulation model and a road peak adhesion coefficient estimator were established on the platform of CarSim and MATLAB / Simulink, and dynamic simulation works were done under various driving conditions. The simulation results showed that this method had better robustness, higher estimation accuracy and shorter convergence time, which verified the effectiveness of the proposed algorithm.","","","","10.1109/MAEE.2013.32","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6602145","Adhesion coefficient;Model reconstruction;Road friction;Tire model;electric vehicle","Adhesives;Estimation;Friction;Mathematical model;Roads;Vehicle dynamics;Wheels","adhesion;automotive components;electric vehicles;estimation theory;friction;mechanical engineering computing;roads;tyres;vehicle dynamics;wheels","CarSim;MATLAB/Simulink;convergence time;distributed drive electric vehicle;driving conditions;estimation accuracy;longitudinal adhesion coefficient;maximum road adhesion coefficient estimation;maximum road friction estimation method;model reconstruction principles;peak road adhesion coefficient estimation method;road peak adhesion coefficient estimator;robustness;tire model;vehicle dynamics simulation model;wheel dynamic parameters","","","","0","","10","","","20130919","","IEEE","","IEEE Conference Publications"
