"http://ieeexplore.ieee.org/search/searchresult.jsp?bulkSetSize=1969&queryText%3Dautomotive+model+based+design",2014/02/11 18:41:24
"Document Title",Authors,"Author Affiliations","Publication Title","Publication Date","Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","DOE Terms","PACS Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Date Added To Xplore,"Meeting Date","Publisher","Sponsors",Document Identifier
"An establishment and management system of production planning and scheduling for large-piece OKP enterprises","Lv Min; Luo Xiao; Che Ying","Dept. of Ind. Eng., Univ. of Harbin Inst. of Technol., Harbin, China","Industrial Engineering and Engineering Management, 2009. IE&EM '09. 16th International Conference on","21-23 Oct. 2009","2009","","","964","968","In order to achieve the purpose of the automotive establishment of plant-level production planning and scheduling, to balance the enterprise production capability, to reduce the production cycle, and to ensure the enforceability of the establishment of production planning and scheduling on plant-level, an establishment and management system of production planning and scheduling is proposed oriented to large-piece OKP (one-of-a-kind production) enterprises. The requirement of production planning and scheduling for this kind of enterprises is analyzed. A function model of the establishment and management system of production planning and scheduling is designed and constructed, and the capability balance and the establishment methods of production planning and scheduling are advanced based on this model. And then, the main function models of the system are developed. Finally, the functions of the system are introduced by using examples and verified by applying them in one of the real enterprises.","","978-1-4244-3671-2","978-1-4244-3672-9","10.1109/ICIEEM.2009.5344214","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5344214","Large-piece OKP;Production Planning and Scheduling","Automotive engineering;Concrete;Finishing;Job shop scheduling;Machine tools;Manufacturing;Process planning;Processor scheduling;Production planning;Production systems","production control;production planning;scheduling","automotive establishment;large-piece one-of-a-kind production enterprises;management system;plant-level production planning;plant-level production scheduling","","","","0","","6","","","20091204","","IEEE","","IEEE Conference Publications"
"Calibration and validation of software performance models for pedestrian detection systems","Kiesel, R.; Streubuhr, M.; Haubelt, C.; Lohlein, O.; Teich, J.","Dept). Environ. Perception (GR/PAP), Daimler AG, Ulm, Germany","Embedded Computer Systems (SAMOS), 2011 International Conference on","18-21 July 2011","2011","","","182","189","In recent years, road vehicles have seen a tremendous increase on driver assistance systems like lane departure warning, traffic sign recognition, or pedestrian detection. The development of efficient and cost-effective electronic control units that meet the necessary real-time performance for these systems is a complex challenge. Often, Electronic System-Level design tackles the challenge by simulation-based performance evaluation, although, the quality of system-level performance simulation approaches is not yet evaluated in detail. In this paper, we present the calibration and validation of a system-level performance simulation model. For evaluation, an automotive pedestrian detection algorithm is studied. Especially the varying number of pedestrians has a significant impact to the system performance and makes the prediction of execution time difficult. As test cases we used typical sequences and corner cases recorded by an experimental car. Our evaluation results indicate that prediction of execution times with an average error of 3.1% and a maximum error of 7.9% can be achieved. Thereby, simulated and measured execution times of a software implementation are compared.","","978-1-4577-0802-2","978-1-4577-0801-5","10.1109/SAMOS.2011.6045460","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6045460","","Accuracy;Calibration;Computational modeling;Dynamic scheduling;Estimation;Processor scheduling;Software","calibration;driver information systems;object detection;software performance evaluation","automotive pedestrian detection algorithm;calibration;driver assistance systems;electronic system-level design;lane departure warning;road vehicles;simulation-based performance evaluation;software implementation;software performance models;traffic sign recognition;validation","","","","1","","19","","","20111017","","IEEE","","IEEE Conference Publications"
"Intuitive and interactive modification of large finite element models","Rose, D.; Bidmon, K.; Ertl, T.","Visualization & Interactive Syst. Group, Stuttgart Univ., Germany","Visualization, 2004. IEEE","10-15 Oct. 2004","2004","","","361","368","Virtual prototyping is increasingly replacing real mock-ups and experiments in industrial product development. Part of this process is the simulation of structural and functional properties, which is in many cases based on finite element analysis (FEA). One prominent example from the automotive industry is the safety improvement resulting from crash worthiness simulations. A simulation model for this purpose usually consists of up to one million finite elements and is assembled from many parts, which are individually meshed out of their CAD representation. In order to accelerate the development cycle, simulation engineers want to be able to modify their FE models without going back to the CAD department. Furthermore, valid CAD models might even not be available in preliminary design stages. However, in contrast to CAD, there is a lack of tools that offer the possibility of modification and processing of finite element components while maintaining the properties relevant to the simulation. In this application paper we present interactive algorithms for intuitive and fast editing of FE models and appropriate visualization techniques to support engineers in understating these models. This includes new kinds of manipulators, feedback mechanisms and facilities for virtual reality and immersion at the workplace, e.g. autostereoscopic displays and haptic devices.","","0-7803-8788-0","","10.1109/VISUAL.2004.58","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1372218","","Acceleration;Analytical models;Assembly;Automotive engineering;Design automation;Finite element methods;Product development;Safety;Vehicle crash testing;Virtual prototyping","CAD;automobile industry;automotive engineering;data visualisation;engineering graphics;finite element analysis;interactive systems;product development;virtual prototyping;virtual reality","CAD;automotive industry;autostereoscopy;data visualization;finite element models;industrial product development;interactive modification;manipulators;virtual prototyping;virtual reality","","","","0","","36","","","20050228","","IEEE","","IEEE Conference Publications"
"Mathematical modeling and field-oriented control of a disc-type surface-mounted permanent magnet motor","Cheng-Tsung Liu; Kun-Chin Chuang","Dept. of Electr. Eng., Nat. Sun Yat-Sen Univ., Kaohsiung, Taiwan","Magnetics Conference, 2002. INTERMAG Europe 2002. Digest of Technical Papers. 2002 IEEE International","April 28 2002-May 2 2002","2002","","","GU9","","Summary form only given. Based on the feasible polygon design concept of linear motors, a disc-type surface-mounted permanent magnet (DSPM) motor has been constructed and investigated for its industrial and automotive applicability. A detailed mathematical modeling process, which covers the space harmonics of machine magnetomotive forces, has been developed. Along with adequate field-oriented control scheme implementation, the rotational and axial forces can be controlled simultaneously. Satisfactory results are provided to verify the suitability of the design objective.","","0-7803-7365-0","","10.1109/INTMAG.2002.1001501","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1001501","","DC generators;Finite element methods;Force control;Magnetic analysis;Modeling;Permanent magnet motors;Permanent magnets;Reluctance motors;Rotors;Stators","control system analysis;finite element analysis;force control;linear motors;machine theory;machine vector control;permanent magnet motors","axial forces;disc-type surface-mounted permanent magnet linear motors;feasible polygon design concept;field-oriented control scheme;linear motors;machine magnetomotive forces;mathematical modeling process;rotational forces;space harmonics","","","","0","","","","","20020807","","IEEE","","IEEE Conference Publications"
"Failure mechanism models for brittle fracture","Dasgupta, A.; Hu, J.M.","Maryland Univ., College Park, MD, USA","Reliability, IEEE Transactions on","Sep 1992","1992","41","3","328","335","This tutorial illustrates designs where brittle fracture can endanger system performance, thereby acting as an overstress failure mechanism. Analytic (physics-of-failure) methods, based on continuum fracture-mechanisms rather than on molecular micro-mechanics, are presented to design against such failures. The associated stress-analysis techniques and material characterizations have matured appreciably over the past 40 years and are routinely used in aerospace, automotive, and other mechanical/structural applications. Two examples illustrate the use of these models in practical electronic packaging","0018-9529","","","10.1109/24.159794","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=159794","","Aerospace materials;Aerospace testing;Automotive engineering;Design engineering;Educational institutions;Elasticity;Electronics packaging;Failure analysis;Reliability engineering;Stress","brittle fracture;failure analysis;packaging;reliability theory;stress analysis","analytic methods;brittle fracture;continuum fracture-mechanisms;electronic packaging;material characterizations;overstress failure mechanism;physics-of-failure;stress-analysis techniques;tutorial","","","","12","","14","","","20020806","","IEEE","IEEE Reliability Society","IEEE Journals & Magazines"
"Raindrop detection on car windshields using geometric-photometric environment construction and intensity-based correlation","Halimeh, J.C.; Roser, M.","Inst. fur Mess- und Regelungstech., Univ. Karlsruhe (TH), Karlsruhe, Germany","Intelligent Vehicles Symposium, 2009 IEEE","3-5 June 2009","2009","","","610","615","Vision-based Driver Assistance Systems (DAS) are becoming pervasive in today's automotive industry. However, most of these systems are designed to perform in good weather conditions and they perform very poorly in adverse weather particularly in rain. A big problem related to rainy weather conditions that highly limits the performance of DAS is raindrops on car windshields. We present a novel approach that detects raindrops on a car windshield using only a single image from an in-vehicle camera and a standard interest point detector for pre-selection of raindrop candidates. The algorithm models the geometric shape of a raindrop on the car windshield, utilizes its photometric properties and establishes a relationship between raindrop and environment. The proposed algorithm outperforms existing machine vision-based approaches for the task of raindrop modeling and detection from an in-vehicle perspective. It functions very accurately and is robust in terms of imprecise positions of raindrop candidates. Its results can be further used for image restoration and vision enhancement and hence it is a valuable tool for DAS.","1931-0587","978-1-4244-3503-6","978-1-4244-3504-3","10.1109/IVS.2009.5164347","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5164347","","Automotive components;Automotive engineering;Cameras;Construction industry;Detectors;Photometry;Rain;Robustness;Shape;Solid modeling","computational geometry;computer vision;driver information systems;image restoration","adverse weather condition;automotive industry;car windshields;geometric-photometric environment construction;image restoration;in-vehicle camera;intensity-based correlation;machine vision enhancement;photometric property;raindrop detection;raindrop modeling;rainy weather condition;vision-based driver assistance system","","","","9","","17","","","20090714","","IEEE","","IEEE Conference Publications"
"Defect level prediction for newly designed Printed Circuit Board Assemblies","Soukup, R.","Dept. of Technol. & Meas., Univ. of West Bohemia, Pilsen, Czech Republic","Electronics Technology, 2009. ISSE 2009. 32nd International Spring Seminar on","13-17 May 2009","2009","","","1","5","In this paper a new defect level prediction tool is presented, which is intended for newly designed printed circuit board assemblies, especially for the PCBAs (printed circuit board assembly) determined for automotive industry. The tool is programmed in Visual Basic for Application (VBA) and can be operated in MS Excel environment. On the one hand, the defect level prediction tool results from the parts stress analysis prediction technique, but on the other, it results also from a defect level prediction model of PCBA manufacturing processes, which was created on the basis of empirical data coming from automotive electronics industry. The tool provides a prognosis in defects per million parts produced (dpm), which PCBA will reach in the field (field quality) and at delivery (delivery quality). A significant advantage of this tool lies in its feature, which allows the user to change test parameters and processes in order to fulfil customer requirements. The tool also provides a possibility to estimate first pass yield (FPY) of manufacturing lines.","","978-1-4244-4260-7","","10.1109/ISSE.2009.5207033","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5207033","","Assembly;Automotive electronics;Automotive engineering;Electronics industry;Manufacturing industries;Manufacturing processes;Predictive models;Printed circuits;Stress;Visual BASIC","Visual BASIC;automobile industry;automotive electronics;electronic engineering computing;printed circuit manufacture;printed circuits;stress analysis","MS Excel environment;PCBA;Visual Basic;automotive electronics industry;defect level prediction tool;delivery quality;first pass yield;manufacturing lines;printed circuit board assembly;stress analysis","","","","1","","3","","","20090818","","IEEE","","IEEE Conference Publications"
"Optimal control-based powertrain feasibility assessment: A software implementation perspective","Kolmanovsky, I.V.; Sivashankar, S.N.; Sun, J.","Ford Motor Co., Dearborn, MI, USA","American Control Conference, 2005. Proceedings of the 2005","8-10 June 2005","2005","","","4452","4457 vol. 7","With the increase in automotive powertrain complexity, an upfront assessment of powertrain capability in meeting its design targets is important early on in the development programs. The optimization of control policy based on powertrain simulation models can facilitate this assessment and establish limits of achievable performance for given powertrain configuration and parameters. The paper discusses several computational optimization and user interface solutions for deploying a numerical optimal control approach in a user-friendly software environment.","0743-1619","0-7803-9098-9","0-7803-9099-7","10.1109/ACC.2005.1470697","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1470697","","Automotive engineering;Computational modeling;Constraint optimization;Dynamic programming;Mathematical model;Mechanical power transmission;Optimal control;Performance analysis;Sun;Vehicle dynamics","automotive engineering;control system analysis computing;numerical control;optimal control;optimisation;power transmission (mechanical);user interfaces","a user-friendly software environment;computational optimization;numerical optimal control;optimal control-based powertrain feasibility assessment;powertrain simulation;software implementation;user interface","","","","3","","3","","","20050801","","IEEE","","IEEE Conference Publications"
"A novel application of transmission line theory in EMC assessment","Ting, C.-M.; Jennings, P.A.","Warwick Univ., Coventry, UK","Electromagnetic Compatibility, 1997. 10th International Conference on (Conf. Publ. No. 445)","1-3 Sep 1997","1997","","","181","186","Products containing electronics must generally be tested for electromagnetic susceptibility, as part of their EMC certification process, at the end of their development cycle to ensure that the test is of any future use of the product. However the earlier that the product as a whole, or the electronic systems that form part of the product, can be tested for susceptibility, the more benefit, in terms of cost savings, can be gained. In the automotive industry, system-level testing can be used successfully by using a statistical technique to correlate results with the mandatory vehicle-level sign-off test. To test a whole vehicle early in its development would require the use of numerical electromagnetic modelling techniques. Due to lack of success in this area to date, there has been very little usage for EMC evaluation purposes. Based on transmission line theory and a similar statistical technique to that used successfully in system-level testing, a method is presented which could use real vehicle design data to generate both guidelines for designers and data for use in system-level tests. Initial results from a project to develop the method are also presented","0537-9989","0-85296-695-4","","10.1049/cp:19971141","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=674738","","","electromagnetic compatibility","EM susceptibility testing;EMC assessment;EMC certification process;EMI;automotive industry;correlation;cost savings;development cycle;electromagnetic susceptibility;electronic systems;numerical electromagnetic modelling techniques;products testing;statistical technique;system level testing;transmission line theory;vehicle design data;vehicle level sign off test","","","","0","","","","","20020806","01 Sep 1997-03 Sep 1997","IET","","IET Conference Publications"
"Speed control design for an experimental vehicle using a generalized gain scheduling approach","Hunt, K.J.; Johansen, T.A.; Kalkkuhl, J.; Fritz, H.; Gottsche, T.","Dept. of Mech. Eng., Glasgow Univ., UK","Control Systems Technology, IEEE Transactions on","May 2000","2000","8","3","381","395","Describes the design and experimental evaluation of a nonlinear automotive speed control system. The approach implemented is based on interpolation of multiple linear controllers designed using multiple local linear models. This is a generalized form of gain scheduling since the models and controllers take explicit account of both stationary and nonstationary (off-equilibrium) operating points. The paper focuses on engineering aspects and experimental evaluation in a test vehicle. The nonlinear controller is tested on a range of speed-profile tracking tasks, and in a disturbance rejection task (the vehicle is driven up a 10% slope). For comparison, linear controllers are implemented. The proposed nonlinear control approach gives excellent performance over the complete operational range. The nonlinear controller can directly account for the strong plant nonlinearities and the engineering constraints","1063-6536","","","10.1109/87.845870","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=845870","","Automotive engineering;Control nonlinearities;Control systems;Intelligent systems;Interpolation;Road vehicles;Scheduling;Testing;Vehicle driving;Velocity control","control system synthesis;nonlinear control systems;road vehicles;tracking;velocity control","disturbance rejection task;experimental vehicle;generalized gain scheduling approach;multiple linear controllers;multiple local linear models;speed control design;speed-profile tracking tasks;strong plant nonlinearities","","","","11","","18","","","20020806","","IEEE","IEEE Control Systems Society","IEEE Journals & Magazines"
"Polysilicon packaging and a new anchoring technology for thick SOI MEMS <sub>y</sub>namic response model and application to over-damped inertial sensors","Diem, B.; Barbe, J.-C.; de Crecy, F.; Giroud, S.; Renaud, D.; Grange, H.; Hammond, J.; Vandemeer, J.; Roop, R.; Gogoi, B.","CEA-LETI, Grenoble, France","Solid-State Sensors, Actuators and Microsystems, 2005. Digest of Technical Papers. TRANSDUCERS '05. The 13th International Conference on","5-9 June 2005","2005","1","","527","530 Vol. 1","A new technology has been developed that combines high aspect ratio SOI surface micromachining with polysilicon packaging and a new nitride anchor process with robust release etch manufacturing margin. Based on an accurate damping model, the thickness of the SOI layer was defined to achieve an overdamped mechanical response and high performance on a low g accelerometer. Over-damping is required to filter the noise from parasitic vibration in automotive applications. This technology was designed for low cost and high performance inertial sensors.","","0-7803-8994-8","","10.1109/SENSOR.2005.1496470","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1496470","","Accelerometers;Damping;Etching;Filters;Manufacturing processes;Micromachining;Micromechanical devices;Noise robustness;Packaging;Vibrations","accelerometers;damping;electronics packaging;micromachining;microsensors;silicon-on-insulator","anchoring technology;automotive applications;damping model;dynamic response model;high aspect ratio SOI surface micromachining;low g accelerometer;nitride anchor process;over-damped inertial sensors;parasitic vibration;polysilicon packaging;release etch manufacturing;thick SOI MEMS","","","","2","1","8","","","20050822","","IEEE","","IEEE Conference Publications"
"A robust capacitive angular speed sensor","Fabian, T.; Brasseur, G.","Inst. fur Allgemeine Elektrotech. und Elektronik, Univ. of Technol. Vienna, Austria","Instrumentation and Measurement, IEEE Transactions on","Feb 1998","1998","47","1","280","284","This paper presents a contactless capacitive angular speed sensor for automotive applications. The sensor is based on a passive rotating electrode plated between two mechanically static and electrically active electrodes. Differing characteristics of the charge transfer at various sensor positions is utilized as an input for the determination of the rotational speed. The mathematical model of the sensor further enables the optimization of the sensor characteristics for specific applications. Experimental results from a prototype designed for the speed measurement of a steering wheel show a relative speed error of ±4% at a resolution better than 1°/s","0018-9456","","","10.1109/19.728834","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=728834","","Automotive applications;Capacitive sensors;Charge transfer;Contacts;Electrodes;Mathematical model;Prototypes;Robustness;Sensor phenomena and characterization;Velocity measurement","angular velocity measurement;automotive electronics;capacitive sensors;electrodes;measurement errors;optimisation;pulse amplitude modulation;signal processing","angular speed sensor;automotive applications;charge transfer;contactless capacitive sensor;electrically active electrodes;optimization;passive rotating electrode;prototype;pulse amplitude modulation;ratiometric measurement;robust capacitive angular speed sensor;rotational speed;signal model;speed error;speed measurement;static electrodes;steering wheel","","","","10","","5","","","20020806","","IEEE","IEEE Instrumentation and Measurement Society","IEEE Journals & Magazines"
"Control of suspension and steering systems for automotive ride comfort and handling stability optimization","Cheng Yue; Shi Wen-ku; Liu Wei; Wu Bi-Lei","State Key Lab. of Automobile Dynamic Simulation, Jilin Univ., Changchun, China","Software Engineering and Service Science (ICSESS), 2011 IEEE 2nd International Conference on","15-17 July 2011","2011","","","258","261","In this paper, the features of electrical power steering and semi-active suspension systems have been done a more in-depth study. In order to achieve the common objective of improving the ride comfort and handing stability of automobile, an integrated control strategy was proposed to achieve the control of electrical power steering and semi-active suspension systems. In a well on the basis of experimental data, the mathematical model of electrical power steering and semi-active suspension systems were adopted to predict the characteristics of these two systems. In order to achieve the simulation of the integrated control strategy, a PID controller for electrical power steering and an optimum controller for semi-active suspension systems were designed under MATLAB environment, and a vehicle system dynamics model including the electrical power steering and semi-active suspension systems was also established. By automotive ride comfort and handing stability simulation, the integrated control strategy was proved to be effective.","","978-1-4244-9699-0","","10.1109/ICSESS.2011.5982303","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5982303","electrical power steering;integrated control;semi-active suspension;simulation","Acceleration;Centralized control;Mathematical model;Stability analysis;Suspensions;Vehicle dynamics;Vehicles","optimal control;stability;steering systems;suspensions (mechanical components);three-term control;vehicle dynamics","MATLAB environment;PID controller;automotive ride comfort;electrical power steering control;integrated control strategy;optimum controller;semiactive suspension systems;stability optimization handling;steering systems;vehicle system dynamics model","","","","0","","9","","","20110811","","IEEE","","IEEE Conference Publications"
"Long Range and Ultra-Wideband Short Range Automotive Radar","Wenger, J.; Hahn, S.","Group Res. & Adv. Eng., Ulm","Ultra-Wideband, 2007. ICUWB 2007. IEEE International Conference on","24-26 Sept. 2007","2007","","","518","522","While radar based comfort systems like autonomous cruise control (ACQ) and collision warning are available in many high and mid class models since several years, safety systems like pre-crash sensing, collision mitigation, or collision avoidance are just entering the market. For safety functions short range ultra-wideband radar sensors are used in addition to forward looking long-range radar to extend ACC to stop-and-go operation and to enable further features like pre-crash warning, parking aid, back-up warning, lane change aid, or emergency braking. The contribution give an overview on automotive radar sensors and applications for novel comfort and safety systems with special emphasis on ultra-wideband short range radar, addressing specifications, design, packaging, and the worldwide frequency regulation situation.","","978-1-4244-0521-3","978-1-4244-0521-3","10.1109/ICUWB.2007.4381000","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4381000","Automotive radar;active safety;driver assistance systems;mm-wave technology","Automotive engineering;Collision avoidance;Collision mitigation;Frequency control;Packaging;Radar applications;Safety;Sensor phenomena and characterization;Sensor systems and applications;Ultra wideband technology","automotive electronics;road vehicle radar;sensors;ultra wideband radar","automotive radar sensors;autonomous cruise control;back-up warning;collision avoidance;collision mitigation;collision warning;emergency braking;lane change aid;long range automotive radar;parking aid;precrash sensing;safety systems;ultra-wideband short range automotive radar","","","","3","","22","","","20071112","","IEEE","","IEEE Conference Publications"
"A parameterization tool for power electronics design at system level","Prieto, R.; Laguna, L.; Oliver, J.; Cobos, J.","Centro de Electron. Ind., Univ. Politec. de Madrid, Madrid","Power Electronics Congress, 2008. CIEP 2008. 11th IEEE International","24-27 Aug. 2008","2008","","","210","214","This paper describes a parameterization software used for the generation of behavioral models of power converters. This tool eases the capture and generation of fast and accurate models based on the information provided by manufacturers and measures. The models incorporate many behavioral features and can be used at different levels in the analysis, design and verification of complete power distribution systems like aircraft and automotive power systems. Simulations of common tests of power systems are presented to show the functionality of the models.","","978-1-4244-2718-5","978-1-4244-2719-2","10.1109/CIEP.2008.4653845","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4653845","","Aircraft manufacture;Automotive engineering;Power distribution;Power electronics;Power generation;Power system analysis computing;Power system measurements;Power system modeling;Power system simulation;Virtual manufacturing","power convertors;power electronics;power engineering computing","aircraft;automotive power systems;parameterization software;parameterization tool;power converters;power distribution systems;power electronics design;system level","","","","1","","7","","","20081017","","IEEE","","IEEE Conference Publications"
"Estimation of attitude via quaternion in an industrial robot","Benito, S.-Q.B.; Guerrero-Castellanos, J.F.; Villegas-Medina, G.; Rodriguez-Paredes, S.A.; Lam-Farias, L.","Fac. de Ing., UASLP, San Luis Potosi&#x0301;, Mexico","Technologies for Practical Robot Applications (TePRA), 2012 IEEE International Conference on","23-24 April 2012","2012","","","7","12","Traditionally, the automotive industry has been the largest employer of robots, but their control is inline and programmed to follow planning trajectories. In this case, in the motor's department test of Volskwagen México a semi autonomous robot is developed to generally purpose. Some critical technical problems must be solved in a number of areas, including in dynamics and control. Generally, the attitude estimation and the measurement of the angular velocity are a requirement for the attitude control. As a result, the computational cost and the complexity of the control loop is relatively high. In the present paper, a techniques for attitude stabilization are proposed; the technique proposed is designed with attitude estimation and the prediction of the movement. With this approach, only the measurements of at least two non-collinear directional sensors are needed. Since the control laws are highly simple and a model-based observer for angular velocity reconstruction is not needed, the proposed new strategy is very suitable for embedded implementations. The global convergence of the estimation and prediction techniques are proved. Simulations with some robustness tests are performed.","","978-1-4673-0855-7","","10.1109/TePRA.2012.6215646","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6215646","Estimation;Industrial Robot;Prediction of the movement;Quaternion","Acceleration;Estimation;Mathematical model;Quaternions;Service robots;Vectors","angular velocity measurement;attitude control;industrial robots;observers;path planning;sensors;stability;trajectory control","Volskwagen México;angular velocity measurement;angular velocity reconstruction;attitude control;attitude estimation;attitude stabilization;automotive industry;industrial robot;model-based observer;noncollinear directional sensor measurement;quaternion;semiautonomous robot;trajectory planning","","","","0","","16","","","20120614","","IEEE","","IEEE Conference Publications"
"Automotive Software Development for a Multi-Core System-on-a-Chip","Kopetz, Hermann; Obermaisser, R.; El Salloum, C.; Huber, B.","Vienna Univ. of Technol., Vienna","Software Engineering for Automotive Systems, 2007. ICSE Workshops SEAS '07. Fourth International Workshop on","20-26 May 2007","2007","","","2","2","There are many economic and technical arguments for the reduction of the number of Electronic Control Units (EC Us) aboard a car. One of the key obstacles to achieve this goal is the limited composability, fault isolation and error containment of today's single- processor architectures. However, significant changes in the chip architecture are taking place in order to manage the synchronization, energy dissipation, and fault-handling requirements of emerging billion transistor SoCs (systems-on-a-chip). The single processor architecture is replaced by multi-core SoCs that communicate via networks-on-chip (NoC). These emerging multi-core SoCs provide an ideal execution environment for the integration of multiple automotive ECUs into a single SoC This paper presents a model-based software development method for designing applications using these multi-core SoCs.","","0-7695-2968-2","","10.1109/SEAS.2007.2","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4228589","","Automotive engineering;Computer architecture;Design methodology;Energy dissipation;Energy management;Environmental economics;Network-on-a-chip;Power generation economics;Programming;System-on-a-chip","automotive components;computer aided instruction;electronic engineering computing;electronic engineering education;software engineering;system-on-chip","automotive software development;electronic control unit;model-based software development;multicore SoC;multicore system-on-a-chip;multiple automotive ECU;systems-on-a-chip","","","","7","","15","","","20070611","","IEEE","","IEEE Conference Publications"
"Application of a sliding mode observer for switched reluctance motor drives","McCann, R.A.; Husain, I.","Electr. Syst., ITT Automotive, Kettering, OH, USA","Industry Applications Conference, 1997. Thirty-Second IAS Annual Meeting, IAS '97., Conference Record of the 1997 IEEE","5-9 Oct 1997","1997","1","","525","532 vol.1","A sliding mode observer is applied towards the operation of a switched reluctance motor drive. The sliding mode observer estimates rotor position and velocity to control the conduction angles of the machine. The particular case of an automotive hydraulic brake system motor is considered in detail where the conduction angles are modified with velocity feedback to provide optimum time response to brake system commands. Nonlinear modeling of a switched reluctance motor is described and a computer simulation is developed based on data from an experimental switched reluctance motor system. The sliding mode observer is implemented with a fixed-point digital signal processor and the discrete-time implementation is first examined under locked rotor conditions. After confirming the accuracy of the computer simulation with experimental data, the design considerations in selecting observer coefficients with regard to sampling time, convergence rate and transient stability are discussed. In conclusion, the effects of flux estimation errors on the system time response during a start-up transient are examined","0197-2618","0-7803-4067-1","","10.1109/IAS.1997.643072","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=643072","","Automotive engineering;Computer simulation;Digital signal processors;Feedback;Reluctance motors;Rotors;Signal sampling;Sliding mode control;Time factors;Velocity control","control system analysis computing;control system synthesis;electric machine analysis computing;feedback;machine control;machine testing;machine theory;observers;position control;reluctance motor drives;rotors;state estimation;transient analysis;variable structure systems;velocity control","SRM;automotive hydraulic brake system;computer simulation;conduction angles control;convergence rate;design considerations;discrete-time implementation;fixed-point digital signal processor;flux estimation errors;locked rotor conditions;observer coefficients selection;optimum time response;rotor position estimation;rotor velocity estimation;sampling time;sliding mode observer;start-up transients;switched reluctance motor drives;system time response;transient stability;velocity feedback","","","","2","1","6","","","20020806","05 Oct 1997-09 Oct 1997","IEEE","","IEEE Conference Publications"
"DCoS-XML: A modelling language for dynamic distributed cooperative systems","Osterloh, J.-P.; Bracker, H.; Muller, H.; Kelsch, J.; Schneider, B.; Ludtke, A.","CASSIDIAN, Unterschleiheim, Germany","Industrial Informatics (INDIN), 2013 11th IEEE International Conference on","29-31 July 2013","2013","","","774","779","Modelling traffic or human-machine systems in different domains such as aeronautic, maritime and automotive is a challenging but well generalizable task. Within the modelling process, one is usually facing the complexity of the system dynamics and emergent effects like cooperation or competition on the one hand. But on the other hand in all domains, the system designer is dealing with a similar basis: Distributed multi-agent systems. This basis allows bringing orderliness and additional benefit into the system design process by means of a semi-formal and domain independent system description language. In this contribution, we propose such a description language for modelling of dynamic distributed cooperative systems (DCoS-XML). We will discuss the theoretical language structures towards a graphical tool for the language usage as well as an exemplary DCoS-XML application towards description of a design pattern for information displays in maritime domain.","","","","10.1109/INDIN.2013.6622982","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6622982","","Computational modeling;Cooperative systems;Mathematical model;Object oriented modeling;Unified modeling language;Vehicles;XML","XML;cooperative systems;marine engineering;simulation languages","DCoS-XML;design pattern description;dynamic distributed cooperative systems;graphical tool;information displays;language structures;language usage;maritime domain;modelling language;system description language","","","","0","","","","","20131010","","IEEE","","IEEE Conference Publications"
