"http://ieeexplore.ieee.org/search/searchresult.jsp?bulkSetSize=279&queryText%3DAutomotive+Simulink",2014/02/11 19:42:28
"Document Title",Authors,"Author Affiliations","Publication Title","Publication Date","Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","DOE Terms","PACS Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Date Added To Xplore,"Meeting Date","Publisher","Sponsors",Document Identifier
"Theoretical design of compact multi-phase interleaved buck DC-DC converter for automotive power applications","Yabin Zhang; Bagnoli, P.E.; Franchi, E.","Dept. of Inf. Eng., Univ. of Pisa, Pisa, Italy","Power Electronics, Electrical Drives, Automation and Motion (SPEEDAM), 2012 International Symposium on","20-22 June 2012","2012","","","1324","1329","Theoretical design of a multiphase interleaved buck DC-DC converter is introduced based on corresponding requirements from automotive industry. Particularly, multiphase interleaved topology is adopted to prevent much heat generated in devices and large voltage ripple in the load. Ceramic capacitors will be used to replace electrolytic capacitors in order to meet the requirement of long life-time. Control strategy in the converter is mainly based on formulas derived for calculating duty cycle of PWM signals in both continuous mode and discontinuous mode. PID control is also included to correct the error generated from the difference in duty cycle between the ideal condition and the actual one as well as to realize fast recovery of nominal output during variation of working condition, such as variation of input voltage and variation of load. All control functions will be realized by means of a single microcontroller. The theoretical design has been tested through simulation in Simulink model, in which particular sampling frequency and control frequency of the actual microcontroller were taken into account.","","978-1-4673-1299-8","","10.1109/SPEEDAM.2012.6264551","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6264551","DC-DC power converters;PID Control;PWM;multiphase interleaved topology","Capacitors;Frequency control;Inductors;Load modeling;Microcontrollers;Topology;Voltage control","DC-DC power convertors;automotive electrics;ceramic capacitors;electrolytic capacitors;microcontrollers;three-term control","PID control;Simulink model;automotive industry;automotive power applications;ceramic capacitors;compact multi-phase interleaved buck DC-DC converter;control frequency;control strategy;discontinuous mode;duty cycle;electrolytic capacitors;input voltage variation;load variation;microcontroller;multiphase interleaved buck DC-DC converter;multiphase interleaved topology;sampling frequency","","","","0","","9","","","20120813","","IEEE","","IEEE Conference Publications"
"Simulation Platform for Quadricopter: Using Matlab/Simulink and X-Plane","Figueiredo, H.V.; Saotome, O.","Aeronaut. Mech. Eng. Div., Inst. Tecnol. de Aeronaut., Sa&#x0303;o Jose&#x0301; dos Campos, Brazil","Robotics Symposium and Latin American Robotics Symposium (SBR-LARS), 2012 Brazilian","16-19 Oct. 2012","2012","","","51","55","The unmanned aerial vehicles (UAVs) has grown in military and civilian areas of application. Several industries (automotive, military, factories, space, etc.) use robots for dangerous and repetitive tasks. This paper is dedicated to a special type of aerial platforms, the quadricopter. This platform has been highlighted by having unique characteristics in flight and construction, for example, hovering flight, vertical takeoff and landing, high maneuverability, low speed flight, and simple mechanics. This work proposes a tool for simulation and visualization of an aerial air-type quadricopter robots, using the flight simulator X-Plane 9, Matlab and Simulink. The aircraft under study is control the so-called ITA-001, developed by the quadricopter study group the Aeronautical Institute of Technology -- ITA.","","978-1-4673-4650-4","","10.1109/SBR-LARS.2012.15","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6363318","Matlab;Quadricopter;Simulation;X-Plane","Aircraft;Aircraft navigation;Atmospheric modeling;Control systems;Data models;MATLAB","autonomous aerial vehicles;helicopters","Matlab;Simulink;UAV;X plane;aerial air-type quadricopter robots;aerial platforms;flight simulator;hovering flight;simulation platform;unmanned aerial vehicles","","","","0","","12","","","20121129","","IEEE","","IEEE Conference Publications"
"Optimizing the Multitask Implementation of Multirate Simulink Models","Di Natale, M.","Scuola Superiore S. Anna, Italy","Real-Time and Embedded Technology and Applications Symposium, 2006. Proceedings of the 12th IEEE","04-07 April 2006","2006","","","335","346","Automatic generation of a controller implementation from a Synchronous Reactive model is among the best practices for software development in the automotive and aeronautics industry, because of the possibility of simulation, model checking and error-free implementation. This paper discusses an algorithm for optimizing the single-processor multitask implementation of Simulink models with real-time execution constraints, derived from the sampling rates of the functional blocks. Existing code generation tools enforce the addition of extra buffering and latencies whenever there is a rate transition among functional blocks. This work shows how timing analysis can be used to find the cases in which additional buffering and latency can be avoided, improving the space and time performance of the application. The proposed search algorithm allows finding a solution with reduced and possibly minimal use of buffering even for very high values of processor utilization.","1545-3421","0-7695-2516-4","","10.1109/RTAS.2006.33","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1613348","","Aerospace industry;Automatic generation control;Automotive engineering;Best practices;Computer industry;Delay;Error correction;Industrial control;Programming;Synchronous generators","","","","","","4","","17","","","20060424","","IEEE","","IEEE Conference Publications"
"Development of an Optimal Fuzzy Controller for Novel Power Architectures in Automotive Applications","Nogueiras, A.; Lopez, O.; Alvarez, L.J.; Lago, A.; Doval, J.; Marcos, J.; Martinez-Penalver, C.","Dept. of Electron. Technol., Vigo Univ.","Industrial Electronics, 2006 IEEE International Symposium on","9-13 July 2006","2006","2","","886","891","The design of synchronous multiphase DC-DC converters allows improvements of the characteristics of high power systems. The automotive industry forecast that future power demands inside a car oscillates between 2.5 kW and 3.5 kW, keeping a dual system of 42/14 V batteries. In this paper, an optimal fuzzy controller has been developed to control a synchronous multiphase converter of 1.6 kW for dual voltage architecture or in hybrid vehicle applications. The proposed optimal fuzzy controller is analyzed and simulated together with a non lineal model of the power stage, by means of Matlab and Simulink. This simulation platform also integrates tools for a future implementation of the controller embedded in a FPGA. The main contribution of this work is the implementation of an optimal fuzzy algorithm of control that can be used independently of the number of phases of the converter, making it suitable to be applied in a wide range of high power applications. This controller has been designed having in mind the goal of developing a real-time FPGA-based controller, so the complexity has been reduced to a minimum. Hybrid vehicles, aerospace and naval industry power systems can also benefit from the development of this algorithm","","1-4244-0496-7","1-4244-0497-5","10.1109/ISIE.2006.295752","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4078202","","Aerospace industry;Automotive applications;DC-DC power converters;Electrical equipment industry;Fuzzy control;Hybrid power systems;Optimal control;Power systems;Vehicles;Voltage control","DC-DC power convertors;control system synthesis;field programmable gate arrays;fuzzy control;hybrid electric vehicles;optimal control","1.6 kW;14 V;3.5 kW;42 V;Matlab;Simulink;aerospace systems;automotive industry;dual voltage architecture;hybrid vehicle applications;naval industry power systems;optimal fuzzy controller;power architectures;real-time FPGA-based controller;synchronous multiphase DC-DC converters","","","","0","","16","","","20070129","","IEEE","","IEEE Conference Publications"
"Implementation of an Electronic Park Brake Feature with Limited Data Availability","Slosarczyk, K.; Linden, J.G.; Burnham, K.J.; Cockings, K.; Capolongo, R.","Control Theor. & Applic. Centre, Coventry Univ., Coventry","Systems Engineering, 2008. ICSENG '08. 19th International Conference on","19-21 Aug. 2008","2008","","","254","259","Many automotive companies utilise an electronic park brake (EPB) system as a replacement for the conventional manual parking brake system. This allows to reduced driver workload and also supports automatic apply/release features. This paper discusses a development of an EPB control model that comprises the high level functional software algorithms to control the operation of the remote EPB actuator. The objective is to improve and extend the existing system functionality employing feature enhancements via in-house development. The control strategy utilised in the model development involves implementation of the safety requirements, vehicle attribute estimation, driver presence detection, diagnostics and fault reaction strategy. The latter is presented in the context of a drive away release (DAR) function, an automatic release feature determined based upon detection of driver intention to drive. Necessary information is inferred from secondary available data as a development of the specific sensors is considered to be too expensive. These are required to be estimated/observed with increased precision to fulfil the safety requirements. The development of the EPB control strategy is realised via MathWorks Simulink and validated/refined in the experimental phase using hardware in the loop simulation and test (HILST) technique employing dSpace MicroAutoBox.","","978-0-7695-3331-5","","10.1109/ICSEng.2008.92","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4616646","control model developement;electronic park brake;rapid prototyping;vehicle attribute estimation","Actuators;Automatic control;Automotive engineering;Driver circuits;Fault detection;Hardware;Software algorithms;Vehicle detection;Vehicle driving;Vehicle safety","automobile industry;automotive components;automotive electronics;braking","EPB control model;MathWorks Simulink;automatic release feature;automotive company;dSpace MicroAutoBox;diagnostic strategy;drive away release function;driver presence detection;electronic park brake system;experimental phase;fault reaction strategy;functional software algorithm;hardware in-the-loop simulation;in-house development;limited data availability;remote EPB actuator;safety requirement;vehicle attribute estimation","","","","0","","8","","","20080903","","IEEE","","IEEE Conference Publications"
"Torque Control Optimization of a Switched Reluctance Motor Drive for a 42V Automotive Application","Castano, S. M.; Maixc, J.","Rovira i Virgili Univ., Tarragona","Industrial Electronics, 2007. ISIE 2007. IEEE International Symposium on","4-7 June 2007","2007","","","1171","1176","This paper presents the application of an optimized torque controller for a switched reluctance motor (SRM) based on look-up tables. The method is based in the correct adjustment of the converter turn-on and turn-off angles with the purpose of improving the average torque. The final objective is the correct computation of switching angles when the motor is operating in a wide speed range to 42 V for an automotive application. The design of a T.5 kW, 4000 rpm, 8/6 SRM from a CAD-model was established in a previously communication. While the controller and its validation was entirely developed using Matlab-Simulink in conjunction with finite-element software.","","978-1-4244-0754-5","","10.1109/ISIE.2007.4374764","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4374764","","Automotive applications;Automotive engineering;Communication switching;Computer languages;Mathematical model;Reluctance machines;Reluctance motors;Rotors;Torque control;Torque converters","automotive electronics;control system CAD;electric machine CAD;finite element analysis;machine control;reluctance motor drives;table lookup;torque control","CAD model;Matlab Simulink;automotive application;finite-element software;look-up tables;power 1.5 kW;switched reluctance motor drive;torque control optimization;voltage 42 V","","","","0","","14","","","20071105","","IEEE","","IEEE Conference Publications"
"Model-Based Development of Embedded Systems: The SysWeaver Approach","de Niz, D.; Bhatia, G.; Rajkumar, R.","Carnegie Mellon University","Real-Time and Embedded Technology and Applications Symposium, 2006. Proceedings of the 12th IEEE","04-07 April 2006","2006","","","231","242","Model-based development of embedded real-time systems is aimed at elevating the level of abstraction at which these systems are designed, analyzed, validated, coded and tested. The use of a coherent multi-dimensional model across all development phases enables model-based design to generate systems that are correct by construction. Even some commercial support is available for code generation from higher-level models. However, such code generation capabilities are usually limited to uniprocessor targets and to a limited range of operating environments. SysWeaver (previously called Time Weaver) is a model-based development tool that includes a flexible syscode generation scheme for distributed real-time systems that can be easily tailored to a wide range of target platforms. In this paper, we present our work on creating an interoperable toolchain to automatically generate complete runtime code using models. The toolchain includes a simulation tool (Matlab) and its code generator (Embedded Coder) along with SysWeaver. In this chain, the functional aspects of the system are specified in Simulink, Matlabs modeling language, and translated into a SysWeaver model to be enhanced with timing information, the target hardware model and its communication dependencies. The final runtime code is then generated, automatically integrating the functional code generated with Embedded Coder and SysWeavers syscode. This syscode includes OS interfacing and network communication code with predictable timing behavior that can be verified at design time. Experiments with multi-node targets with end-to-end timing constraints in an automotive system show that many aspects of syscode and functional code generation can be automated. To our knowledge, this is the first time that multi-node executables including communication messages, functional behaviors and para-functional properties have been automatically generated using a general platform-independent framework.","1545-3421","0-7695-2516-4","","10.1109/RTAS.2006.30","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1613339","","Application software;Computer languages;Embedded system;Hardware;Mathematical model;Multimedia systems;Real time systems;Runtime;System testing;Timing","","","","","","14","","14","","","20060424","","IEEE","","IEEE Conference Publications"
"Development of an Optimal Fuzzy Controller for Novel Power Architectures in Automotive Applications","Nogueiras, Andres; Lopez, Oscar; Alvarez, Luis J.; Lago, A.; Doval, Jesus; Marcos, Jorge; Martinez-Penalver, Carlos","Department of Electronic Technology - University of Vigo, Campus Universitario Lagoas Marcosende, 9 -Vigo, Spain","Power Electronics and Motion Control Conference, 2006. EPE-PEMC 2006. 12th International","Aug. 30 2006-Sept. 1 2006","2006","","","264","269","The design of synchronous multiphase DC-DC converters allows improvements of the characteristics of high power systems. The automotive industry forecast that future power demands inside a car will oscillate between 2.5 kW and 3.5kW, keeping a dual system of 42/14V batteries. In this paper, an optimal fuzzy controller has been developed to control a synchronous multiphase converter of 1.6kW for dual voltage architecture or in hybrid vehicle applications. The proposed optimal fuzzy controller is analyzed and simulated together with a non lineal model of the power stage, by means of Matlab and Simulink. This simulation platform also integrates tools for a future implementation of the controller embedded in a FPGA. The main contribution of this work is the implementation of an optimal fuzzy algorithm of control that can be used independently of the number of phases of the converter, making it suitable to be applied in a wide range of high power applications. This controller has been designed having in mind the goal of developing a real-time FPGA-based controller, so the complexity has been reduced to a minimum. Hybrid vehicles, aerospace and naval industry power systems can also benefit from the development of this algorithm.","","1-4244-0121-6","","10.1109/EPEPEMC.2006.4778410","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4778410","","Aerospace industry;Automotive applications;DC-DC power converters;Electrical equipment industry;Fuzzy control;Hybrid power systems;Optimal control;Power systems;Vehicles;Voltage control","","","","","","0","","","","","20090210","","IEEE","","IEEE Conference Publications"
"Simulating Self-Adaptive Component-Based Systems Using MATLAB/Simulink","Heinzemann, C.; Rieke, J.; Schafer, W.","Software Eng. Group, Univ. of Paderborn, Paderborn, Germany","Self-Adaptive and Self-Organizing Systems (SASO), 2013 IEEE 7th International Conference on","9-13 Sept. 2013","2013","","","71","80","The automotive industry uses MATLAB/Simulink models for specifying the behavior of software components and for early validation of that behavior using model-in-the-loop simulations. During a simulation run, these models may not structurally change. Thus, MATLAB/Simulink is not amenable to realizing self-adaption behavior, where the software architecture of the system evolves during runtime. In this paper, we show how to model self-adaptive software using our language Mechatronic UML and how we transform a model specified in Mechatronic UML into a MATLAB/Simulink model automatically. In particular, we generate several helper functions that emulate self-adaptive behavior in MATLAB/Simulink, relying only on standard Simulink blocks. We illustrate our approach using an example of car platoons.","1949-3673","","","10.1109/SASO.2013.17","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6676494","","","Unified Modeling Language;automobile industry;formal specification;object-oriented programming;production engineering computing;software architecture","Matlab;Mechatronic UML language;Simulink;Unified Modeling Language;automotive industry;car platoons;model-in-the-loop simulations;self-adaption behavior;self-adaptive component-based systems;software architecture;software components behavior specification","","","","0","","","","","20131202","","IEEE","","IEEE Conference Publications"
"Fault analysis and excitation requirements for switched reluctance-generators","Husain, I.; Radun, A.; Nairus, J.","Dept. of Electr. Eng., Akron Univ., OH, USA","Energy Conversion, IEEE Transactions on","Mar 2002","2002","17","1","67","72","Switched reluctance machines (SRMs) are a prime candidate for aerospace starter/generators and various automotive applications. The choice of SRMs for the starter/generator application is driven largely by the perceived reliability and fault tolerance of the machine and its electronics. An analysis of the switched reluctance generator's (SRG) faults and excitation requirements is essential to utilize the full fault tolerance capability of the machine in this application. Thus, research has been undertaken to identify, analyze and simulate the various fault modes of the SRG. This research included an investigation of the generator's excitation requirements with and without faults. The investigation makes it possible to determine the size of the excitation source required during the initial build up of the generator's output voltage and under fault conditions. The SR machine, controller, EMI filter, excitation source, and load were all modeled and integrated into a Matlab-Simulink model in order to analyze the SR generator system","0885-8969","","","10.1109/60.986439","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=986439","","Analytical models;Automotive applications;Electromagnetic interference;Fault diagnosis;Fault tolerance;Mathematical model;Reluctance generators;Reluctance machines;Strontium;Voltage","electric machine analysis computing;electrical faults;exciters;failure analysis;fault tolerance;machine theory;reliability;reluctance generators","EMI filter;Matlab-Simulink model;SRMs;aerospace starter/generators;excitation requirements;excitation source;fault analysis;fault tolerance;output voltage;reliability;switched reluctance generators","","","","23","","8","","","20020807","","IEEE","IEEE Power & Energy Society","IEEE Journals & Magazines"
"Task implementation of synchronous finite state machines","Di Natale, M.; Haibo Zeng","Scuola Superiore S. Anna, Pisa, Italy","Design, Automation & Test in Europe Conference & Exhibition (DATE), 2012","12-16 March 2012","2012","","","206","211","Model-based design of embedded control systems using Synchronous Reactive (SR) models is among the best practices for software development in the automotive and aeronautics industry. SR models allow to formally verify the correctness of the design and to automatically generate the implementation code. This improves productivity and, more importantly, can ensure a correct software implementation (preserving the model semantics). Previous research focuses on the concurrent implementation of the dataflow part of SR models, including the optimization of the block-to-task mapping and communication buffer sizing. When the system also consists of blocks implementing finite state machines, as in modern modeling tools like Simulink and SCADE, the task implementation can be further optimized with respect to time and memory. In this paper we analyze problems and opportunities in the implementation of finite state machine subsystems. We define the constraints and efficient policies for the task implementation of such systems.","1530-1591","978-1-4577-2145-8","","10.1109/DATE.2012.6176464","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6176464","","","aerospace industry;automobile industry;control engineering computing;embedded systems;finite state machines;optimisation;program compilers;software engineering","SCADE;Simulink;aeronautics industry;automotive industry;block-to-task mapping;communication buffer sizing;embedded control systems;implementation code generation;model-based design;optimization;software development;synchronous finite state machines;synchronous reactive models;task implementation","","","","1","","12","","","20120403","","IEEE","","IEEE Conference Publications"
"Test profiling for usage models by deriving metrics from component-dependency-models","Luchscheider, P.; Siegl, S.","Dept. of Comput. Sci. 7, Univ. Erlangen-Nuremberg, Erlangen, Germany","Industrial Embedded Systems (SIES), 2013 8th IEEE International Symposium on","19-21 June 2013","2013","","","196","204","In industry, embedded systems become complex multiple functionality devices. Research and industry have investigated the issue, how to derive test cases to cover test requirements within minimal time. For the automation of all activities related to testing tool support is available. Yet, one question is getting increasingly difficult: How to derive good, i.e. significant test cases, embracing requirements from an external perspective and incorporating knowledge about the internal design and architecture of the system under test (SUT). In this paper we present the use of internal dependences and implementation metrics in combination with an exterior view on the basis of requirements with the aim to profile the test model for the generation of good, i.e. significant test cases. The incorporation of different sources of knowledge of the SUT into test generation reduces the effort to determine test cases for different test goals independently while recreating the knowledge of the SUT in each test process step. We applied the method to a real implementation of automotive functionality in the thermal control unit of a German OEM, that was designed in Matlab Simulink and architectured in AUTOSAR 3.2. The existing test suites were linked with the internal dependences of the Matlab Code, as to assess the reachability of the existing test cases already on the implementation model. In a next step, model metrics were calculated for the implementation modules. They were set into relation with the test cases and code coverage. In doing so, we profiled the test cases and assessed the significance and expressiveness of the model metrics.","","","","10.1109/SIES.2013.6601492","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6601492","AUTOSAR;Centrality;Component-Dependency-Model;Cyclomatic Complexity;Matlab;Metrics;Simulink;Test Profiling;Thermal Control System;Usage Model","Analytical models;Complexity theory;MATLAB;Mathematical model;Measurement;Testing","automatic test software;automotive engineering;embedded systems;program testing;software architecture;software metrics","AUTOSAR 3.2;German OEM;Matlab Code;Matlab Simulink;SUT architecture;SUT design;automotive functionality;complex multiple functionality devices;component dependency models;embedded systems;implementation metrics;internal dependences;model metrics;system under test;test case determination;test case reachability;test generation;test model;test profiling;test requirements;testing tool support;thermal control unit;usage models","","","","0","","22","","","20130919","","IEEE","","IEEE Conference Publications"
"Hardware-in-the-Loop approach to controller design and testing of motion control systems using xPC Target","Nguyen-Vu Truong","Intell. Robot. & Autom. Lab. (IRAL), Inst. of Appl. Mech. & Inf., Ho Chi Minh City, Vietnam","Intelligent and Advanced Systems (ICIAS), 2012 4th International Conference on","12-14 June 2012","2012","1","","117","121","Hardware-in-the-Loop (HiL) has been a proven technique, widely used in the development and testing of real-time embedded systems, especially in the automotive industry. This paper describes the development of a HiL simulation platform for motion control systems, demonstrated with an example of Permanent Magnet Synchronous Motor (PMSM) control system development and testing. The platform uses industry graded hardware, i.e. Mitsubishi IGBT driver, high performance SEM PMSM motor, etc. as well as various measurement sensors and associated electronics. Here, the platform main computational core is implemented using xPC Target platform which enables rapid validation, prototyping and deployment of tested control modules via Matlab and Simulink.","","978-1-4577-1968-4","","10.1109/ICIAS.2012.6306171","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6306171","","Computational modeling;Hardware;Mathematical model;Motion control;Permanent magnet motors;Real time systems;Testing","control system synthesis;embedded systems;machine control;motion control;motor drives;permanent magnet motors;synchronous motors","HiL simulation platform;Matlab;Mitsubishi IGBT driver;PMSM control system development;Simulink;automotive industry;controller design;hardware-in-the-loop approach;high performance SEM PMSM motor;industry graded hardware;measurement sensor;motion control system testing;permanent magnet synchronous motor;real-time embedded system;tested control module;xPC target","","","","1","","8","","","20120920","","IEEE","","IEEE Conference Publications"
"Performance Interpretation Method for Electrical Tractor Based on Model-Based Design","Ilhoon Yoo; Taehyung Lee; Byeongwoo Kim; Jin Hur; Kyubong Yeon; Gyeonggeun Kim","Grad. Sch. of Electr. Eng., Univ. of Ulsan, Ulsan, South Korea","IT Convergence and Security (ICITCS), 2013 International Conference on","16-18 Dec. 2013","2013","","","1","4","We modeled electrical tractor''s system and driving parts using model-based design (MBD) and an automotive simulation model (ASM). Conventionally, researchers have used empirical approaches or have analyzed partial aspects of the system in order to develop an electrical tractor. Studies applying MBD to the parts and entire system of the electrical tractor, as is the case in the present study, have been next to non-existent. Therefore, we used the Simulink-based ASM and the Carsim, which simulate and interpret the dynamic characteristics of tractors, and analyzed the design factors of an electrical tractor. By simulating the driving system and conducting an actual test of the electrical tractor, we determined whether the electrical tractor is a suitable replacement for the existing mechanical tractor. This study could serve as the basis for research on the comprehensive dynamic interpretation necessary for designing an electrical tractor and could also provide guidelines for designing an electrical motor-based system.","","","","10.1109/ICITCS.2013.6717869","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6717869","","Agricultural machinery;Batteries;Equations;Mathematical model;Roads;System-on-chip;Vehicle dynamics","agricultural machinery;automotive engineering","Carsim;MBD;Simulink-based ASM;automotive simulation model;comprehensive dynamic interpretation;driving parts;driving system;electrical motor-based system;mechanical tractor;model-based design;modeled electrical tractor system;performance interpretation method","","","","","","","","","20140123","","IEEE","","IEEE Conference Publications"
"Verification of embedded control systems by simulation and program execution control","Resmerita, S.; Pree, W.","Software &amp; Syst. Res. Center, Univ. of Salburg, Salzburg, Austria","American Control Conference (ACC), 2012","27-29 June 2012","2012","","","3581","3586","This paper describes features and applications of a simulation framework for software-in-the-loop testing of realtime embedded control applications. The Validator tool performs time-functional simulation of control software and its execution platform in closed-loop with Simulink plant models. It is based on a discrete event simulator which executes the application software on a host platform and simulates the passage of time according to execution times of application code and communication times pertaining to a given embedded target. The Validator also simulates functional behavior of operating system services and hardware components at a level of abstraction that enables capturing significant timing aspects without executing detailed hardware models. We present use cases where the Validator is employed for evaluating integration of new control functions in existing systems, model refinement, and regression testing of automotive control software.","0743-1619","978-1-4577-1095-7","978-1-4673-2102-0","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6315536","","Control systems;Engines;Hardware;Software packages;Testing;Timing","automotive engineering;control engineering computing;discrete event simulation;embedded systems;operating systems (computers);program testing;program verification;regression analysis","Simulink plant models;automotive control software;control software;discrete event simulator;embedded control systems verification;hardware components;model refinement;operating system services;program execution control;real-time embedded control applications;regression testing;software-in-the-loop testing;time-functional simulation;validator tool","","","","0","","12","","","20121001","","IEEE","","IEEE Conference Publications"
"Novel modular fault tolerant switched reluctance machine for reliable factory automation systems","Ruba, M.; Bentia, I.; Szabo, L.","Tech. Univ. of Cluj, Cluj-Napoca, Romania","Automation Quality and Testing Robotics (AQTR), 2010 IEEE International Conference on","28-30 May 2010","2010","3","","1","6","Electrical machines and drives used in diverse critical fields like advanced factory automation systems, automotive and aerospace applications, military, energy and medical equipment, etc. require both special motor and converter topologies to achieve high level fault tolerance. In the paper a novel modular fault tolerant switched reluctance machine is proposed. Its stator is built up of simply to manufacture and to replace modules. The machine is able to have continuous operation despite winding faults of diverse severity. It is fed by a special power converter having separate half H-bridge leg for each coil. Thus a complex and high reliable electrical system is obtained. By advanced dynamic co-simulations (using a coupled Flux 2D and Simulink<sup>®</sup> program) the behaviour of the drive system under five winding fault conditions are studied. The obtained results prove the fault tolerant capacity of the proposed machine.","","978-1-4244-6724-2","","10.1109/AQTR.2010.5520679","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5520679","","Automotive engineering;Biomedical equipment;Fault tolerance;Fault tolerant systems;Manufacturing automation;Military equipment;Reluctance machines;Reluctance motors;Stators;Topology","electrical faults;factory automation;fault tolerance;machine windings;power convertors;reluctance machines","advanced dynamic co-simulation;aerospace application;electrical drives;electrical machine;half H-bridge leg;high reliable electrical system;medical equipment;military equipment;modular fault tolerant switched reluctance machine;power converter topology;reliable factory automation system;winding fault","","","","1","","19","","","20100723","","IEEE","","IEEE Conference Publications"
"Optimal use of the 14 V alternator in 42 V automotive supply systems","Comnac, V.; Cernat, M.; Mailat, A.","Fac. of Electr. Eng. & Comput. Sci., "Transilvania" Univ. of Brasov, Brasov","Power Electronics and Motion Control Conference, 2008. EPE-PEMC 2008. 13th","1-3 Sept. 2008","2008","","","1748","1754","This paper is aimed at the study of conventional 14 V automotive electrical supply systems as a basis for the development of a novel 42 V supply system capable to provide maximum power to both the vehiclepsilas battery and the on-board consumers. By analyzing the operating characteristics of the 14 V Lundell alternator system, the conditions for maximum output power at various alternator driving speeds are determined. The modification of the conventional system by introducing a boost converter is proposed. The operating characteristics of the new system are analyzed by performing simulations using the MATLAB SIMULINK programming environment.","","978-1-4244-1741-4","978-1-4244-1742-1","10.1109/EPEPEMC.2008.4635519","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4635519","Automotive applications;Automotive component;Automotive electronics;Electrical machine;Energy control unit;Generation of Electrical Energy","Alternators;Automobiles;Automotive engineering;Batteries;Internal combustion engines;Power generation;Power system modeling;Pulse width modulation;Vehicle dynamics;Voltage control","alternators;automobiles;automotive electronics;power convertors","Lundell alternator system;automotive electrical supply systems;boost converter;onboard consumers;vehicle battery","","","","0","","14","","","20080930","","IEEE","","IEEE Conference Publications"
"DSP based control of chassis systems","Majeed, K.; Riley, B.; DePoyster, M.","Delphi Chassis Syst., Dayton, OH, USA","American Control Conference, Proceedings of the 1995","21-23 Jun 1995","1995","1","","485","489 vol.1","This paper describes variable damper based vehicle suspension and engine vibration control systems. The suspension control was implemented on a 1992 Cadillac Seville-STS. The system controller uses a Texas Instruments (TI) TMS320 DSP as the main algorithm processor along with a Motorola 68HC11 I/O processor. Portions of the control system were developed using the MathWorks' Simulink and a TI TMS32C40 based dSPACE controller. The engine vibration control is implemented on Motorola's DSP56166 incorporated as part of an automotive development controller. Practical issues such as control loop time constraints, finite word effects in 16 bits and fixed point versus floating point processors are presented. In addition, the control laws for both suspension and engine vibration control are described. Simulation results are compared to empirical data with similarities and deviations analyzed, correlated, and explained","","0-7803-2445-5","","10.1109/ACC.1995.529297","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=529297","","Automotive engineering;Control systems;Damping;Digital signal processing;Engines;Instruments;Shock absorbers;Time factors;Vehicles;Vibration control","automobiles;digital signal processing chips;internal combustion engines;vibration control","DSP based control;MathWorks' Simulink;Motorola 68HC11 I/O processor;Motorola DSP56166;TI TMS32C40 based dSPACE controller;Texas Instruments TMS320 DSP;automotive development controller;chassis systems;control loop time constraints;engine vibration control systems;finite word effects;fixed point processors;floating point processors;variable damper based vehicle suspension control system","","","","0","","10","","","20020806","21 Jun 1995-23 Jun 1995","IEEE","","IEEE Conference Publications"
