"http://ieeexplore.ieee.org/search/searchresult.jsp?bulkSetSize=1483&queryText%3Dautomotive+model+software",2014/02/11 18:51:26
"Document Title",Authors,"Author Affiliations","Publication Title","Publication Date","Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","DOE Terms","PACS Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Date Added To Xplore,"Meeting Date","Publisher","Sponsors",Document Identifier
"AutoFOCUS and the MoDe tool","Romberg, J.; Jurjens, Jan; Wimmel, G.; Slotosch, O.; Hahn, G.","Technische Univ. Munchen, Garching, Germany","Application of Concurrency to System Design, 2003. Proceedings. Third International Conference on","18-20 June 2003","2003","","","249","250","Software engineering for distributed automotive applications is shifting from a subsystem-level perspective, where the focus is on optimization of a single electronic control unit, towards a system-level view. However, optimization of distributed systems with respect to non-functional properties remains a challenging task. The goal of the MoDe (model based deployment) approach is to give early guidance for design decisions using architectural-level models of the system. In its current version, MoDe supports those architecture-level decisions that require a performance model of the overall system. The MoDe approach is based on a formal design notation, AutoFocus, which is used for specifying system models, functional models enriched with abstractions for communication and scheduling. The MoDe tool offers automated support for compiling platform abstractions into the system model, so MoDe allows a highly flexible evaluation of different architectural choices.","","0-7695-1887-7","","10.1109/CSD.2003.1207727","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1207727","","Application software;Automotive applications;Computer architecture;Control systems;Embedded system;Network synthesis;Software engineering;Testing;Unified modeling language;Yarn","automotive engineering;distributed programming;formal specification;real-time systems;software tools;systems analysis","AutoFOCUS tool;MoDe tool;architectural level model;distributed automotive applications;distributed systems optimization;formal design notation;model based deployment approach;software engineering;subsystem-level perspecctive;system design","","","","0","","","","","20030709","","IEEE","","IEEE Conference Publications"
"Sequencing production on an assembly line using goal chasing and user defined algorithm","Mane, A.; Nahavandi, S.; Jingxin Zhang","Sch. of Eng. & Technol., Deakin Univ., Geelong, Vic., Australia","Simulation Conference, 2002. Proceedings of the Winter","8-11 Dec. 2002","2002","2","","1269","1273 vol.2","An Australian automotive component company plans to assemble and deliver seats to customer on a just-in-time basis. It plans to assemble various seat types on one assembly line. Mixed-model sequencing is very important if a company has to assemble seats in a just-in-time environment. Toyota Motor Company's goal chasing algorithm I and a user defined algorithm are used to sequence seats on the assembly line. Discrete event simulation software is used to model the assembly operations of the seat plant. Both algorithms are programmed to generate a sequence for the seat plant. Model results show both algorithms can sequence seats on the assembly line and each algorithm has its advantages and disadvantages.","","0-7803-7614-5","","10.1109/WSC.2002.1166387","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1166387","","Air conditioning;Assembly systems;Australia;Automotive components;Automotive engineering;Discrete event simulation;Production;Steering systems;Virtual manufacturing;Workstations","assembling;automobile industry;discrete event simulation;production control","Australia;Toyota Motor Company;assembly line;automotive component company;automotive seats;discrete event simulation software;goal chasing algorithm I;just-in-time basis;mixed-model sequencing;user defined algorithm","","","","1","","","","","20030122","","IEEE","","IEEE Conference Publications"
"PSIM-based modeling of automotive power systems: conventional, electric, and hybrid electric vehicles","Onoda, S.; Emadi, A.","Soleq Corp., Chicago, IL, USA","Vehicular Technology, IEEE Transactions on","March 2004","2004","53","2","390","400","Automotive manufacturers have been taking advantage of simulation tools for modeling and analyzing various types of vehicles, such as conventional, electric, and hybrid electric vehicles. These simulation tools are of great assistance to engineers and researchers to reduce product-development cycle time, improve the quality of the design, and simplify the analysis without costly and time-consuming experiments. In this paper, a modeling tool that has been developed to study automotive systems using the power electronics simulator (PSIM) software is presented. PSIM was originally made for simulating power electronic converters and motor drives. This user-friendly simulation package is able to simulate electric/electronic circuits; however, it has no capability for simulating the entire system of an automobile. This paper discusses the PSIM validity as an automotive simulation tool by creating module boxes for not only the electrical systems, but also the mechanical, energy-storage, and thermal systems of the vehicles. These modules include internal combustion engines, fuel converters, transmissions, torque couplers, and batteries. Once these modules are made and stored in the library, the user can make the car model either a conventional, an electric, or a hybrid vehicle at will, just by dragging and dropping onto a schematic blank page.","0018-9545","","","10.1109/TVT.2004.823500","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1275703","","Analytical models;Automotive engineering;Circuit simulation;Electronic packaging thermal management;Hybrid electric vehicles;Hybrid power systems;Power electronics;Power system analysis computing;Power system modeling;Power system simulation","automobiles;automotive electronics;hybrid electric vehicles;internal combustion engines;motor drives;power convertors;power electronics;product development","PSIM-based modeling;automotive power systems;batteries;conventional vehicle;electric circuit;electronic circuit;fuel converters;hybrid electric vehicle;internal combustion engine;motor drives;power electronic converters;power electronic simulation;product-development cycle time reduction;torque couplers;transmission;user-friendly simulation;vehicle simulation","","","","48","","27","","","20040322","","IEEE","IEEE Vehicular Technology Society","IEEE Journals & Magazines"
"Reducing False Positives by Combining Abstract Interpretation and Bounded Model Checking","Post, H.; Sinz, C.; Kaiser, A.; Gorges, T.","ITI VerAE Group, Univ. of Karlsruhe, Karlsruhe","Automated Software Engineering, 2008. ASE 2008. 23rd IEEE/ACM International Conference on","15-19 Sept. 2008","2008","","","188","197","Fully automatic source code analysis tools based on abstract interpretation have become an integral part of the embedded software development process in many companies. And although these tools are of great help in identifying residual errors, they still possess a major drawback: analyzing industrial code comes at the cost of many spurious errors that must be investigated manually. The need for efficient development cycles prohibits extensive manual reviews, however. To overcome this problem, the combination of different software verification techniques has been suggested in the literature. Following this direction, we present a novel approach combining abstract interpretation and source code bounded model checking, where the model checker is used to reduce the number of false error reports. We apply our methodology to source code from the automotive industry written in C, and show that the number of spurious errors emitted by an abstract interpretation product can be reduced considerably.","1938-4300","978-1-4244-2187-9","978-1-4244-2188-6","10.1109/ASE.2008.29","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4639322","","Application software;Automatic control;Automation;Computer industry;Control system synthesis;Embedded computing;Embedded software;Inspection;Integral equations;Software systems","C language;automobile industry;embedded systems;program diagnostics;program verification;software reliability;software tools","C language;abstract interpretation;automatic source code analysis tool;automotive industry;embedded software development process;false positive error report reduction;industrial software project;software verification technique;source code bounded model checking","","","","2","","17","","","20081007","","IEEE","","IEEE Conference Publications"
"Towards an Integration of Low-Level Timing Analysis and Model-Based Code Generation","Ferdinand, C.; Heckmann, R.; Wolff, H.-J.; Renz, C.; Gupta, M.; Parshin, O.","Abslnt Angewandte Informatik GmbH, Saarbrucken","Leveraging Applications of Formal Methods, Verification and Validation, 2006. ISoLA 2006. Second International Symposium on","15-19 Nov. 2006","2006","","","220","226","Software developers in the automotive sector must achieve high quality objectives. Many design and implementation errors are avoided by synthesizing code from model-based software specifications using automatic code generators such as ETAS' ASCET. To verify non-functional properties of the implementation, model-based design processes should be complemented with static program analysis tools like Abslnt's StackAnalyzer and timing analyzer aiT. ASCET, StackAnalyzer and aiT can be integrated in a way that the analysis results for code generated by ASCET are conveniently accessible from within the ASCET development environment. This gives ASCET users a direct feedback on the effects of their design decisions on resource usage, allowing to select more efficient designs and implementation methods. In the paper, we present the tools, the experimental integration, preliminary results and plans for further tool integration.","","978-0-7695-3071-0","","10.1109/ISoLA.2006.31","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4463716","","Automotive engineering;Costs;Feedback;Process design;Runtime;Software quality;Software safety;Software systems;Time of arrival estimation;Timing","automotive engineering;design;formal specification;program compilers;program diagnostics;program verification;software tools","Abslnt's StackAnalyzer;ETAS' ASCET;aiT;automatic code generators;automotive sector;code synthesis;design errors;implementation errors;low-level timing analysis;model-based code generation;model-based design process;model-based software specifications;nonfunctional properties verification;software developers;static program analysis tools","","","","0","","13","","","20080305","","IEEE","","IEEE Conference Publications"
"Schedulability Analysis of Periodic Tasks Implementing Synchronous Finite State Machines","Haibo Zeng; Di Natale, M.","","Real-Time Systems (ECRTS), 2012 24th Euromicro Conference on","11-13 July 2012","2012","","","353","362","Model-based design of embedded systems using Synchronous Reactive (SR) models is among the best practices for software development in the automotive and aeronautics industry. The correct implementation of an SR model must guarantee the synchronous assumption, that is, all the system reactions complete before the next event. This assumption can be verified using schedulability analysis, but the analysis can be quite challenging when the system also consists of blocks implementing finite state machines, as in modern modeling tools like Simulink and SCADE. In this paper, we discuss the schedulability analysis of such systems, including the applicability of traditional task analysis methods and an algorithmic solution to compute the exact demand and request bound functions. In addition, we define conditions for computing these functions using a periodic recurrent term, even when there is no cyclic recurrent behavior in the model.","1068-3070","978-1-4673-2032-0","","10.1109/ECRTS.2012.30","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6257586","","Analytical models;Automata;Computational modeling;Hafnium;Real time systems;Semantics;Synchronization","aerospace industry;automobile industry;design;embedded systems;finite state machines;production engineering computing;scheduling;software engineering;task analysis","SCADE;Simulink;aeronautics industry;automotive industry;embedded systems;model-based design;periodic tasks;schedulability analysis;software development;synchronous finite state machines;synchronous reactive models","","","","3","","23","","","20120806","","IEEE","","IEEE Conference Publications"
"Simulation and Analysis of Thermo-Mechanical Coupling Load and Mechanical Dynamic Load for a Piston","Yanxia Wang; Yongqi Liu; Haiyan Shi","Sch. of Traffic & Vehicle Eng., Shandong Univ. of Technol., Zibo, China","Computer Modeling and Simulation, 2010. ICCMS '10. Second International Conference on","22-24 Jan. 2010","2010","4","","106","110","Engine pistons are one of the most complex components among all automotive. In this paper, a 1/2 3-D solid model including piston and piston pin of a new designed piston was established by Pro/E software, and the finite element analysis model was also established by using ANSYS software. The thermo-mechanical coupling stress distribution and the deformation were firstly calculated. Considering the nonlinear material properties of piston and piston pin, the Newton-Raphson equilibrium iterative method is applied. In the calculation, the contact forms of forces and the relative movement between piston and piston pin are described with contact pairs and analyzed with the augmented Lagrange method. Calculating results indicates that the maximum stress concentration is at the upper end of piston pin boss inner hole, and is mainly caused by the peak pressure of the fuel gas. Then the finite element mechanical dynamic analysis was conducted Considering the mechanical fatigue testing method, the Newmark time integral algorithm of transient analysis full method are applied to calculate the dynamic responses, and the mechanical fatigue life-span was calculated, which is rather corresponded with the experimental. All these analysis indicate that the design of the piston is reliability.","","978-1-4244-5642-0","978-1-4244-5643-7","10.1109/ICCMS.2010.131","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5421507","","Analytical models;Automotive engineering;Engines;Fatigue;Finite element methods;Pistons;Solid modeling;Thermal stresses;Thermomechanical processes;Vehicle dynamics","Newton-Raphson method;automotive components;couplings;deformation;engines;fatigue testing;finite element analysis;mathematics computing;mechanical engineering computing;mechanical testing;pistons;reliability;solid modelling;stochastic processes;stress analysis;transient analysis","3D solid model;ANSYS software;Newmark time integral algorithm;Newton-Raphson equilibrium iterative method;Pro/E software;augmented Lagrange method;automotive;engine pistons;finite element mechanical dynamic analysis;fuel gas;mechanical dynamic load;mechanical fatigue life-span;mechanical fatigue testing method;nonlinear material properties;piston pin boss inner hole;thermomechanical coupling load analysis;thermomechanical coupling stress distribution;transient analysis full method","","","","0","","9","","","20100225","","IEEE","","IEEE Conference Publications"
"Seamless integration of layout and simulation","Mecklenburg, K.","Inf. Syst. & Services, Gen. Motors, Warren, MI, USA","Simulation Conference, 2001. Proceedings of the Winter","2001","2001","2","","1487","1491 vol.2","This document talks about the usage of Simulation Data Exchange (SDX) (Moorthy 1999) in order to enable a consistent digital model of automotive factories. The scope of the digital model is to plan and analyze the factory by using different software packages. Thus the model doesn't exist in only one application. Therefore the consistency in terms of geometry and process data needs to be guaranteed with external support. Whereas any redundant information storage and rework of existing data has to be avoided. SDX is a promising approach to accomplish this interface management","","0-7803-7307-3","","10.1109/WSC.2001.977476","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=977476","","Assembly;Automotive engineering;Geometry;Information systems;Interference;Postal services;Power engineering and energy;Production facilities;Software packages;Vehicles","automobile industry;computer aided facilities layout;digital simulation;electronic data interchange;production engineering computing","SDX;Simulation Data Exchange;automotive factories;digital model;external support;interface management;redundant information storage;rework","","","","0","","","","","20020806","09 Dec 2001-12 Dec 2001","IEEE","","IEEE Conference Publications"
"Analysis and research of automotive trapezoid synchronous belt's fatigue life based on RecurDyn","Li Zhanguo; Jiang Ming; Li Jiaxing","Changchun Univ., Changchun, China","Computer, Mechatronics, Control and Electronic Engineering (CMCE), 2010 International Conference on","24-26 Aug. 2010","2010","2","","193","195","The dynamic simulation model of synchronous belt meshing transmission is established in dynamics software “RecurDyn” applying the theory of MFBD (Multi-Flexible Body Dynamics), which analyzed the contact force on the working surfaces and stress distribution during the meshing transmission. The Finite Element Analysis Method was used to make the synchronous belt model meshed in Femap and investigated the belt's teeth stress distribution after the model was imported into RecurDyn. A new design of synchronous belt's and pulley's tooth profiles for improving the transmission capacity of the automotive synchronous belt was proposed, in order to discover better materials to increase the fatigue life of the belt by optimization of the geometry of tooth profiles.","","978-1-4244-7957-3","","10.1109/CMCE.2010.5609713","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5609713","Fatigue Life;MFBD;Simulation;Synchronous Belt;based on RecurDyn","Pulleys","automotive components;belts;fatigue testing;mechanical contact;mesh generation;pulleys","Femap;RecurDyn;automotive trapezoid synchronous belt;contact force;dynamic simulation model;fatigue life;finite element analysis method;meshing transmission;multiflexible body dynamic;pulley tooth;stress distribution","","","","0","","3","","","20101025","","IEEE","","IEEE Conference Publications"
"Vehicle lateral stability control via approximated NMPC: real-time implementation and software-in-the-loop test","Canale, M.; Fagiano, L.; Razza, V.","Dipt. di Autom. e Inf., Politec. di Torino, Torino, Italy","Decision and Control, 2009 held jointly with the 2009 28th Chinese Control Conference. CDC/CCC 2009. Proceedings of the 48th IEEE Conference on","15-18 Dec. 2009","2009","","","4596","4601","A Nonlinear Model Predictive Control (NMPC) approach to improve vehicle yaw stability and handling by means of a rear active differential is introduced. In particular, the use of NMPC is adopted to show its effectiveness in the vehicle stability control context. However, the application of NMPC for automotive control is limited by the required computational load, which is often incompatible with the employed sampling time. In order to allow the on-line implementation of the designed predictive control law, an efficient technique based on Set Membership approximation methodologies using a Nearest Point approach is adopted. The designed efficient NMPC approximation is implemented on an embedded device with limited computational capacity and tested using software-in-the-loop simulations and an accurate nonlinear model of the vehicle. Enhancements on stability in demanding conditions such as Â¿-split braking and damping properties in impulsive maneuvers are obtained, as well as improvements over a well-assessed approach based on an an enhanced Internal Model Control structure.","0191-2216","978-1-4244-3871-6","978-1-4244-3872-3","10.1109/CDC.2009.5399655","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5399655","","Application software;Automotive engineering;Computational modeling;Embedded computing;Predictive control;Predictive models;Sampling methods;Software testing;Stability;Vehicles","embedded systems;nonlinear control systems;predictive control;stability;vehicles","NMPC;automotive control;damping;embedded device;internal model control structure;nearest point approach;nonlinear model;nonlinear model predictive control;predictive control law;real-time implementation;rear active differential;sampling time;set membership approximation methodologies;software-in-the-loop test;vehicle lateral stability control;Â¿-split braking","","","","1","","26","","","20100129","","IEEE","","IEEE Conference Publications"
"Introduction to the main procedures of reverse engineering applied on automotive body by using CAD software","Ma Ye; Li Xiao-long","Inst. of Railway &amp; Urban Mass Transit, Tongji Univ., Shanghai, China","Transportation, Mechanical, and Electrical Engineering (TMEE), 2011 International Conference on","16-18 Dec. 2011","2011","","","1201","1205","This article describes the general method of surface reverse engineering design based on some cad software such as UG and Imageware through the example of Santana's front door panel reversal design. After obtaining the cloud points data by using the software Tritop and Atos and Utilizing the Freeform model in UG, curved net map of feature lines and curved surface are created according to the point clouds which is obtained with CCD Camera. The author also summarizes several methods of A-class surface quality evaluation by analyzing surface quality of the front door panel and finally analyses and checks the craft of the door. With the rapid development of the modern automotive industry, the modern automotive body design method based on CAX will be largely applied to body design.","","978-1-4577-1700-0","","10.1109/TMEE.2011.6199421","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6199421","UG;automotive manufacturability;reverse engineering;surface reconstruction;surfacequalityevaluation","Automotive engineering;Fitting;Image reconstruction;Shape;Surface fitting;Surface reconstruction;Surface treatment","CAD;CCD image sensors;automotive components;doors;production engineering computing;quality control;reverse engineering;solid modelling","A-class surface quality evaluation;Atos software;CAD software;CAX;CCD camera;Imageware;Santana front door panel reversal design;Tritop software;UG;automotive body;automotive industry;cloud points data;curved net map;freeform model;surface reverse engineering design","","","","0","","5","","","20120514","","IEEE","","IEEE Conference Publications"
"Optimization of ride comfort and handing stability base on virtual prototyping","Cheng Yue; Shi Wen-ku; Liu Wei; Sun Guo-Hui","State Key Lab. of Automobile Dynamic Simulation, Jilin Univ., Changchun, China","Natural Computation (ICNC), 2011 Seventh International Conference on","26-28 July 2011","2011","2","","803","806","Ride comfort and handing stability are the two important driving features of vehicle. In the process of suspension design, ride comfort and handing stability are two conflicting considerations. Magneto-rheological(MR) fluid dampers are a new class of devices that more suitable for the requirements of automotive applications, including having very low power requirements. According to different driving conditions and body posture, semi-active suspension based on MR damper can coordinate the body posture angle, and reduce the vibration from suspension pass to vehicle body. This paper deals with theoretical analysis and experiments of MR fluid damper in semi-active suspension system. Based on a large number of experimental data, a mathematical MR damper model was adopted to predict both the force-displacement behavior and the complex nonlinear force-velocity response. For the purpose of developing semi-active controller, a detailed vehicle Virtual Prototyping model with steering, frame and semi-active suspensions systems was established by vehicle dynamics simulation software SIMPACK. The co-simulation of ride comfort and handing stability showed that the semi-active suspension designed in this paper was suitable for solving the conflict between ride comfort and handing stability, and improve the ride and handing performance simultaneously.","2157-9555","978-1-4244-9950-2","","10.1109/ICNC.2011.6022298","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6022298","Magneto-rheological fluid damper;handing stability;ride comfort;semi-active suspension","Acceleration;Mathematical model;Shock absorbers;Stability analysis;Vehicles;Virtual prototyping","automobile industry;magnetorheology;mechanical engineering computing;suspensions (mechanical components);vehicle dynamics;vibrations;virtual prototyping","SIMPACK;automotive applications;complex nonlinear force-velocity response;force-displacement behavior;handing stability;magneto-rheological fluid dampers;mathematical MR damper model;optimization;ride comfort;semiactive suspension;suspension design;vehicle dynamics simulation software;vehicle features;vehicle virtual prototyping model","","","","0","","10","","","20110919","","IEEE","","IEEE Conference Publications"
"Efficient Engine Development Using Model Based Development (MBD)","Kako, J.; Shinichi, S.; Ohata Akira","Toyota Motor Corp., Toyota","Control Conference, 2007. CCC 2007. Chinese","July 26 2007-June 31 2007","2007","","","603","607","Currently, almost all automotive and supplier companies are trying to expand model based development (MBD) (Kako, 2006; Kunze, 2004; Wunsche, 2004; and Kuroda, 2004) for control system development. Conventional development processes depend heavily on actual engine and vehicle testing, which means that control logic design can not start before the hardware is completed. And when performance is not sufficient, hardware and control design iteration is required. To shorten the development period, concurrent development of hardware and software is effective. Moreover, the control logic complexity is becoming higher in accordance with the implementation of new sensors, actuators, and improved control system performance. In turn, this increased complexity results in a huge control logic parameter calibration task. Various studies that use modeling to reduce calibration measurements have been tried. To expand MBD throughout our development process, we require that models are developed in a rapid and timely manner. In this paper, we discuss the concepts of MBD and concurrent development, and introduce some example applications. We also describe some key points for efficient model development.","","978-7-81124-055-9","978-7-900719-22-5","10.1109/CHICC.2006.4347173","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4347173","Hardware-in-loop;Model based development","Automotive engineering;Calibration;Control design;Control system synthesis;Control systems;Engines;Hardware;Logic design;Logic testing;Vehicles","automotive engineering;concurrent engineering;engines;formal specification","concurrent development;control logic complexity;control logic design;control logic parameter calibration;control system development;engine development;model based development","","","","0","","8","","","20071015","","IEEE","","IEEE Conference Publications"
"Application of an Active Anti-roll bar system for enhancing vehicle ride and handling","Zulkarnain, N.; Imaduddin, F.; Zamzuri, H.; Mazlan, S.A.","UTM Proton Active Safety Lab., Univ. Teknol. Malaysia, Kuala Lumpur, Malaysia","Humanities, Science and Engineering (CHUSER), 2012 IEEE Colloquium on","3-4 Dec. 2012","2012","","","260","265","More papers are written about Active Anti-roll bars (AARB) in automotive and mechanical field. These systems are usually designed for vehicles to change the roll stiffness of the vehicle, thus preventing a potential roll-over. In this present paper, the use of AARB will be analysed from two different perspectives in ride and handling. First, this paper proposed the basic vehicle dynamic modeling with four DOF (degree of freedom) on half car model are described that show, why and how it is possible to control the handling and ride comfort of the car, with the external forces on the front anti-roll bar. Basically, this paper is focused on understanding the vehicle dynamic behaviour under the influence and the effects of anti-roll bar mechanism. Simulated tests are presented, that shows how the characteristics of the body roll angle and roll rate responses by using MATLAB/SIMULINK software. By simulation analysis, the design model is validity and the performance under control of PID controller is achieved. Finally, some basic conclusions are drawn about the applicability of the possible control strategies will be investigated for such system in the future.","","978-1-4673-4615-3","","10.1109/CHUSER.2012.6504321","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6504321","active anti-roll bar;control strategies;handling;ride comfort","","automobiles;feedback;mathematics computing;three-term control;vehicle dynamics","Matlab Simulink software;PID controller;active antiroll bar system;automobiles;car handling;feedback control;vehicle dynamic modeling;vehicle ride comfort;vehicle roll over prevention;vehicle roll stiffness","","","","0","","9","","","20130516","","IEEE","","IEEE Conference Publications"
"Automated test trajectory for hybrid systems","Esposito, J.M.","Dept. of Weapons & Syst. Eng., US Naval Acad., Annapolis, MD, USA","System Theory, 2003. Proceedings of the 35th Southeastern Symposium on","16-18 March 2003","2003","","","441","444","This paper contains the first steps toward the development of an automated test-input generation algorithm-inspired by test input generators for software systems-for human-in-the-loop embedded systems such as automotive and avionic system as well as an increasing number of smaller consumer devices. The idea is to create an algorithm whose inputs are: a model of the control system being tested, along with initial conditions; and the specification which it is being tested against. The output of the algorithm is a set of open loop test input functions which represent a minimal set of test scenarios required to determine with within some confidence interval if the system meets the specification. The primary motivation behind developing such a method is to avoid the time, expense and inconclusiveness of trial an error testing by using automated rigorous tools to guide the design process. The notion of a test generator and test adequacy criteria, defined for software testing, are formalized for control systems in terms of the maximum principle. A numerical optimal control based technique is presented.","0094-2898","0-7803-7697-8","","10.1109/SSST.2003.1194609","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1194609","","Aerospace electronics;Automatic testing;Automotive engineering;Control system synthesis;Embedded software;Embedded system;Software algorithms;Software systems;Software testing;System testing","control system CAD;embedded systems;human factors;maximum principle;optimal control;state-space methods","automated test-input generation algorithm;automotive system;avionic system;consumer devices;error testing;human-in-the-loop embedded systems;maximum principle;numerical optimal control based technique;open loop test input functions;test input generators","","","","0","","","","","20030422","","IEEE","","IEEE Conference Publications"
"Intelligent Algorithm Design of Airbag Based on Genetic Neural Network","Wang Yulong; Bai Zhonghao; Liu Yuyun; Zhou Xuegui","State Key Lab. of Adv. Design & Manuf. for Vehicle Body, Hunan Univ., Changsha, China","Measuring Technology and Mechatronics Automation (ICMTMA), 2013 Fifth International Conference on","16-17 Jan. 2013","2013","","","643","647","Airbag control algorithm was designed based on the genetic neural network algorithm for solving the automotive airbag malfunction. Firstly vehicle finite element model and multi-rigid-body model of occupant restraint system for a certain car were established and validated. Then through simulation analyses, the airbag ignition strength and ignition time were determined. Secondly controller hardware platform and software processes were built based on the genetic neural network algorithm. The simulation experiment showed that: the airbag control algorithm could correctly identify the collision intensity and control the error ignition time in 3ms.","","978-1-4673-5652-7","","10.1109/ICMTMA.2013.160","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6493812","Airbag;Algorithm;Genetic Neural Network;Intelligent","","automotive components;control system synthesis;finite element analysis;genetic algorithms;intelligent control;neural nets;road safety","airbag ignition strength;airbag ignition time;automotive airbag malfunction;collision intensity;controller hardware platform;error ignition time;genetic neural network algorithm;intelligent airbag control algorithm design;multirigid-body model;occupant restraint system;simulation analysis;software processes;vehicle finite element model","","","","0","","9","","","20130404","","IEEE","","IEEE Conference Publications"
"An Efficient Hardware Architecture of the A-star Algorithm for the Shortest Path Search Engine","Woo-Jin Seo; Seung-Ho Ok; Jin-Ho Ahn; Sungho Kang; Byungin Moon","Sch. of Electr. Eng. & Comput. Sci., Kyungpook Nat. Univ., Daegu, South Korea","INC, IMS and IDC, 2009. NCM '09. Fifth International Joint Conference on","25-27 Aug. 2009","2009","","","1499","1502","There are several shortest-path search algorithms such as A-star, D-star and Dijkstra. These algorithms are widely used in automotive vehicles and mobile navigation systems. As the number of nodes is increased considerably, the shortest-path algorithms implemented in software produce heavily computational overhead. In this paper, in order to avoid computational overhead, we propose a hardware model of the A-star algorithm for the shortest-path search engine. Especially, we propose shift register based on efficient hardware model and show simulation results in comparison with previous works.","","978-1-4244-5209-5","978-0-7695-3769-6","10.1109/NCM.2009.371","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5331336","A-star algorithm;priority queue;shift register;shortest-path search algorithm;sorting","Automotive engineering;Computer architecture;Computer science;Hardware;Satellite navigation systems;Search engines;Shift registers;Software algorithms;Telematics;Transportation","search engines;shift registers","A-star algorithm;automotive vehicles;hardware architecture;mobile navigation systems;shift register;shortest path search engine","","","","2","","6","","","20091113","","IEEE","","IEEE Conference Publications"
"A Membership Service for a Distributed, Embedded System Based on a Time-Triggered FlexRay Network","Mitzlaff, M.; Lang, M.; Kapitza, R.; Schro&#x0308;der-Preikschat, W.","Ingolstadt Inst., Friedrich-Alexander Univ. Erlangen-Nuremberg, Ingolstadt, Germany","Dependable Computing Conference (EDCC), 2010 European","28-30 April 2010","2010","","","155","162","The FlexRay bus system is the new de-facto standard for connecting electronic control units (ECUs) in cars. Because of its time-triggered message scheduling, it is regarded as the basis for applications like drive-by-wire. In order to fulfill the associated safety requirements, a reliable membership service is mandatory for providing consensus on all fault-free nodes. However, the FlexRay specification misses to define such a service. Consequently, it is not a part of the communication controllers but has to be realized in the software that is executed by the ECUs. This paper proposes a membership protocol especially tailored for FlexRay-based distributed systems such as envisioned by the AUTomotive Open System ARchitecture (AUTOSAR) standard. It features low runtime overhead and imposes small scheduling restrictions on the ECU. We have verified the correctness of the main characteristics of the protocol by means of model checking and have practically evaluated it in a cluster of common automotive microcontrollers.","","978-0-7695-4007-8","978-1-4244-6594-1","10.1109/EDCC.2010.27","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5474186","AUTOSAR;Algorithm/Protocol Design and Analysis;Automotive;Distributed and Embedded Systems;Fault Tolerance;FlexRay;Membership","Automotive engineering;Communication system control;Computer architecture;Control systems;Embedded system;Joining processes;Open systems;Protocols;Safety;Telecommunication network reliability","automotive engineering;embedded systems;fault trees;open systems;protocols;scheduling;system buses","FlexRay bus system;automotive microcontrollers;automotive open system architecture;distributed system;drive-by-wire;electronic control units;embedded system;fault free nodes;membership protocol;membership service;model checking;time triggered FlexRay network;time triggered message scheduling","","","","1","","25","","","20100601","","IEEE","","IEEE Conference Publications"
"A qualitative analysis of automatic code generation tools for automotive powertrain applications","Wybo, D.; Putti, D.","Motorola Virtual Garage, Detroit, MI, USA","Computer Aided Control System Design, 1999. Proceedings of the 1999 IEEE International Symposium on","1999","1999","","","225","230","This paper reports the results of an evaluation of commercially available automatic code generation tools used for automotive powertrain software development. The evaluation was done in conjunction with a specific automotive customer using a customer supplied powertrain feature. This evaluation was not done from a modeling and simulation perspective, but rather from a software perspective. The automatically generated code is compared with handwritten code and analyzed for both its quality and efficiency","","0-7803-5500-8","","10.1109/CACSD.1999.808652","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=808652","","Application software;Automatic control;Automotive engineering;Computational modeling;Mathematical model;Mechanical power transmission;Power generation;Power system modeling;Programming;Read-write memory","automatic programming;automobiles;mechanical engineering computing;software prototyping;software tools","automatic code generation;automobiles;automotive powertrain;qualitative analysis;software development","","","","0","","3","","","20020806","22 Aug 1999-27 Aug 1999","IEEE","","IEEE Conference Publications"
