"http://ieeexplore.ieee.org/search/searchresult.jsp?bulkSetSize=91&queryText%3Dautomotive+uml",2014/02/11 19:36:18
"Document Title",Authors,"Author Affiliations","Publication Title","Publication Date","Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN","ISBN","EISBN","DOI",PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","DOE Terms","PACS Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","Online Date",Date Added To Xplore,"Meeting Date","Publisher","Sponsors",Document Identifier
"Trade-off between coverage and robustness of automotive environment sensor systems","Herpel, T.; Lauer, C.; German, R.; Salzberger, J.","Comput. Networks & Commun. Syst., Univ. of Erlangen-Nuremberg, Erlangen","Intelligent Sensors, Sensor Networks and Information Processing, 2008. ISSNIP 2008. International Conference on","15-18 Dec. 2008","2008","","","551","556","Car manufacturers, research institutions and governments are challenged by decreasing the number of road traffic fatalities in spite of rapidly increasing traffic volumes. One approach is to enhance the ldquointelligencerdquo of modern cars in anticipating dangerous driving situations. Besides wireless communications with the traffic environment, context perception enabled by well-known technologies such as radar, laser or video is regarded as a promising instrument in driver assistance and collision avoidance. There is a rich variety of both hardware configurations of automotive environment sensor systems and strategies for sensor data fusion and processing. For sensor systems assembled of multiple devices, the trade-off between increased spatial coverage, robustness against interfering factors and accuracy of measured data is a crucial aspect of system design. We investigate up-to-date automotive sensor systems with respect to detection performance and detection quality. We built UML-based discrete-event simulation models to resemble sensors, context perception, signal processing and data fusion in realistic road traffic scenarios. Our results allow for a sound comparison on sensor systems and data acquisition strategies at an early stage of system development.","","978-1-4244-3822-8","978-1-4244-2957-8","10.1109/ISSNIP.2008.4762047","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4762047","Automotive Applications;Driver Assistance;Environment Sensors;Sensor Data Fusion;Simulation","Automotive engineering;Context;Government;Laser radar;Manufacturing;Roads;Robustness;Sensor fusion;Sensor systems;Wireless communication","automotive electronics;collision avoidance;driver information systems;sensor fusion","automotive environment sensor systems;collision avoidance;driver assistance;sensor data fusion","","","","1","","14","","","20090123","","IEEE","","IEEE Conference Publications"
"AVATAR: A SysML Environment for the Formal Verification of Safety and Security Properties","Pedroza, G.; Apvrille, L.; Knorreck, D.","Syst.-on-Chip Lab. (LabSoC), Telecom ParisTech, Sophia-Antipolis, France","New Technologies of Distributed Systems (NOTERE), 2011 11th Annual International Conference on","9-13 May 2011","2011","","","1","10","Critical embedded systems - e.g., automotive systems - are now commonly distributed, thus exposing their communication links to attackers. The design of those systems shall therefore handle new security threats whilst maintaining a high level of safety. To address that issue, the paper introduces a SysML-based environment named AVATAR. AVATAR can capture both safety and security related elements in the same SysML model. TTool [1], an open-source UML toolkit, provides AVATAR editing capabilities, and offers a press-button approach for property proof. Indeed, after having modeled an abstract representation of the system and given a description of the safety and security properties, the designer may formally and directly verify those properties with the well established UPPAAL and ProVerif toolkits, respectively. The applicability of our approach is highlighted with a realistic embedded automotive system taken from an ongoing joint project of academia and industry called EVITA [2].","2162-1896","978-1-4577-0729-2","","10.1109/NOTERE.2011.5957992","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5957992","","Analytical models;Avatars;Cryptography;Embedded systems;Safety;Unified modeling language","Unified Modeling Language;distributed processing;embedded systems;program verification;security of data","AVATAR;EVITA;ProVerif toolkits;SysML environment;TTool;UPPAAL;abstract representation;critical embedded system;distributed system;embedded automotive system;formal verification;open-source UML toolkit;press-button approach;safety property;security property;security threat","","","","1","","41","","","20110718","","IEEE","","IEEE Conference Publications"
"Evaluating UML extensions for modeling real-time systems","Bichler, L.; Radermacher, A.; Schurr, A.","Univ. of the German Fed. Armed Forces Munich, Neubiberg, Germany","Object-Oriented Real-Time Dependable Systems, 2002. (WORDS 2002). Proceedings of the Seventh International Workshop on","2002","2002","","","271","278","Rather recently object-oriented modeling langauges, tools, and methods attract the interest of embedded (real-time) system developers. This is especially true if embedded (real-time) system software has to cooperate with interactive multimedia software, as it is more and more the case in automotive systems. It is still an open question whether and how the standard OO modeling language UML and its accompanying tools have to be adapted to the regarded application domain. To contribute useful input for this discussion we evaluated two popular CASE-tools, I-Logix Rhapsody(R) and Rational Rose/RT(R), that implement real-time UML extensions, by developing rapid prototypes of an air conditioning controller","1530-1443","0-7695-1576-2","","10.1109/WORDS.2002.1000062","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1000062","","Air conditioning;Application software;Automotive engineering;Embedded software;Multimedia systems;Object oriented modeling;Prototypes;Real time systems;System software;Unified modeling language","computer aided software engineering;object-oriented languages;real-time systems;specification languages","CASE-tools;air condition controller;automotive systems;embedded system developers;interactive multimedia software;object-oriented modeling languages;real-time UML extensions;real-time system developers","","","","3","","","","","20020807","07 Jan 2002-09 Jan 2002","IEEE","","IEEE Conference Publications"
"Statechart Features and Pre-Release Defects in Software Maintenance","Heidenberg, J.; Nals, A.; Porres, I.","OY L M Ericsson Ab, Jorvas","Visual Languages and Human-Centric Computing, 2007. VL/HCC 2007. IEEE Symposium on","23-27 Sept. 2007","2007","","","223","230","Statecharts is a design notation to model reactive systems that is part of the Unified Modeling Language (UML) and it is commonly used in the automotive and telecommunication software industry. In this paper we present a study of how the use of some statechart features correlate to the number of pre-release defects in the maintenance of large systems. We discuss possible causes for these correlations and provide some advice to both UML practitioners and to designers of new visual design languages.","","978-0-7695-2987-5","","10.1109/VLHCC.2007.20","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4351352","","Automotive engineering;Communication industry;Computer industry;Information technology;Message service;Protocols;Software maintenance;Telecommunication services;Telephony;Unified modeling language","Unified Modeling Language;software maintenance","UML;Unified Modeling Language;model reactive systems;prerelease defects;software maintenance;statechart features;visual design languages","","","","1","","11","","","20071022","","IEEE","","IEEE Conference Publications"
"Combining data flow equations with UML/Realtime","Bichler, L.; Radermacher, A.; Schurr, A.","Inst. for Software Technol., Univ. of the Federal Armed Forces Munich, Neubiberg, Germany","Object-Oriented Real-Time Distributed Computing, 2001. ISORC - 2001. Proceedings. Fourth IEEE International Symposium on","2001","2001","","","403","410","Object-oriented modeling languages, tools, and methods are attracting the interest of embedded (real-time) system developers. This is especially true if embedded (real-time) system software has to cooperate with interactive multimedia software, as is becoming the case in automotive systems. It is still an open question whether and how the standard OO modeling language UML and its accompanying tools have to be adapted to the regarded application domain. This paper evaluates the development of a rapid prototype for an air conditioning controller with the popular CASE tool Rational Rose/RT(R). We point out weaknesses of the presented solution and propose an extension to Rose/RT(R), which overcomes the weaknesses by combining Rose/RT's UML dialect with data flow equations","","0-7695-1089-2","","10.1109/ISORC.2001.922865","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=922865","","Application software;Automotive engineering;Embedded software;Equations;Multimedia systems;Object oriented modeling;Real time systems;Software prototyping;System software;Unified modeling language","air conditioning;computer aided software engineering;data flow computing;embedded systems;multimedia computing;object-oriented languages;software tools;specification languages","Rational Rose/RT CASE tool;UML/Realtime;air conditioning controller;automotive systems;data flow equations;embedded systems;interactive multimedia software;object-oriented modeling languages;object-oriented modeling methods;object-oriented modeling tools;real-time systems","","","","0","","","","","20020807","02 May 2001-04 May 2001","IEEE","","IEEE Conference Publications"
"Simulating Self-Adaptive Component-Based Systems Using MATLAB/Simulink","Heinzemann, C.; Rieke, J.; Schafer, W.","Software Eng. Group, Univ. of Paderborn, Paderborn, Germany","Self-Adaptive and Self-Organizing Systems (SASO), 2013 IEEE 7th International Conference on","9-13 Sept. 2013","2013","","","71","80","The automotive industry uses MATLAB/Simulink models for specifying the behavior of software components and for early validation of that behavior using model-in-the-loop simulations. During a simulation run, these models may not structurally change. Thus, MATLAB/Simulink is not amenable to realizing self-adaption behavior, where the software architecture of the system evolves during runtime. In this paper, we show how to model self-adaptive software using our language Mechatronic UML and how we transform a model specified in Mechatronic UML into a MATLAB/Simulink model automatically. In particular, we generate several helper functions that emulate self-adaptive behavior in MATLAB/Simulink, relying only on standard Simulink blocks. We illustrate our approach using an example of car platoons.","1949-3673","","","10.1109/SASO.2013.17","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6676494","","","Unified Modeling Language;automobile industry;formal specification;object-oriented programming;production engineering computing;software architecture","Matlab;Mechatronic UML language;Simulink;Unified Modeling Language;automotive industry;car platoons;model-in-the-loop simulations;self-adaption behavior;self-adaptive component-based systems;software architecture;software components behavior specification","","","","0","","","","","20131202","","IEEE","","IEEE Conference Publications"
"An Object Oriented Codesign Flow for low-cost HW/SW/mixed-signal systems based on UML","Reyneri, L.M.","Dip. Elettronica, Politecnico di Torino, Turin","Electrotechnical Conference, 2006. MELECON 2006. IEEE Mediterranean","16-19 May 2006","2006","","","80","84","This paper presents a high-level approach to hybrid (HW/SW/analog) codesign, which is centered around the use of UML as an object-oriented specification and description language. The proposed design flow is mostly aimed at very low cost systems (like consumer and automotive), which traditional codesign flows and tools are not suited to. The paper also shows how UML blocks can automatically be mapped to ANSI-C, VHDL and analog circuits and cosimulated by means of the CodeSimulink codesign environment","","1-4244-0087-2","","10.1109/MELCON.2006.1653041","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1653041","","Analog circuits;Automotive engineering;Costs;Documentation;Embedded system;Java;Microcontrollers;Pins;Read only memory;Unified modeling language","Unified Modeling Language;analogue circuits;circuit simulation;hardware description languages;hardware-software codesign;object-oriented languages","ANSI-C;CodeSimulink codesign;HW-SW mixed-signal systems;UML;VHDL;analog circuits;description language;hybrid codesign;object oriented codesign flow;object-oriented specification","","","","2","","4","","","20060724","","IEEE","","IEEE Conference Publications"
"Multiform Time in UML for Real-time Embedded Applications","Andre, C.; Mallet, F.; Peraldi-Frati, M.A.","Univ. de Nice Sophia-Antipolis, Nice","Embedded and Real-Time Computing Systems and Applications, 2007. RTCSA 2007. 13th IEEE International Conference on","21-24 Aug. 2007","2007","","","232","240","Each domain has its own interpretation of time. We propose to extend UML, which is more and more used in the domain of real-time embedded applications, with a concept of time inherited from reactive system modeling : multiform time. After a brief review of some UML profiles, we present our extensions and we illustrate - on an example from the automotive industry - how to represent and to constraint behaviors depending on multiform time. We advocate that this model of time offers wider possibilities than restricting models only to the physical time.","1533-2306","978-0-7695-2975-2","","10.1109/RTCSA.2007.51","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4296857","","Application software;Automotive engineering;Clocks;Computer applications;Information analysis;Performance analysis;Real time systems;Time factors;Timing;Unified modeling language","Unified Modeling Language;embedded systems","UML profiles;automotive industry;constraint behaviors;multiform time;reactive system modeling;real-time embedded applications","","","","1","","18","","","20070904","","IEEE","","IEEE Conference Publications"
"Proceedings. Design, Automation and Test in Europe","","","Design, Automation and Test in Europe, 2005. Proceedings","7-11 March 2005","2005","","","","","The following topics are dealt with: partitioning and optimisation for reconfigurable computing; SoC design-for-test; low power design; scheduling and synthesis for reconfigurable computing; analogue simulation, placement and statistical analysis; analogue and gigahertz test; ubiquitous computing; power aware design in DSM technology; analogue, mixed-signal and RF circuits; reliability at the very deep sub-micron region; IP-based design; HW/SW solutions for low power multimedia systems; embedded systems; logic synthesis; defect detection and characterisation; real-time scheduling; SoC power optimisation; system level languages, verification and simulation; reliable memory design; execution-time analysis; CMOS design; high-level verification; system modelling with UML; parallel and multithreaded processor architectures; very deep submicron simulation; SoC prototyping and simulation; memory optimisation and clocking for SoC; test power reduction; multiprocessor embedded systems; layout issues; pattern generation for fault detection and diagnosis; embedded software technology; advanced analogue performance modelling; SAT based verification; test pattern compression and delay test schemes; compiler/architecture codesign; network-on-chip design flows; biochips and quantum computing; CMOS-based biosensor arrays; network-on-chip architectures; concurrent error detection and correction; formal verification of processor architecture and DSP programs; interconnect optimisation; media and signal processing; secure and embedded security systems; MPSoC platforms; low-power wireless LANs; wireless communication and networking; automotive applications; IP-reuse; design verification; sensors.","1530-1591","0-7695-2288-2","","10.1109/DATE.2005.314","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1395781","","","automatic test pattern generation;biosensors;design for testability;electronic design automation;embedded systems;fault diagnosis;formal verification;hardware-software codesign;high level synthesis;integrated circuit design;integrated circuit modelling;integrated circuit testing;logic design;logic partitioning;low-power electronics;mixed analogue-digital integrated circuits;multimedia systems;parallel architectures;quantum computing;reconfigurable architectures;scheduling;system-on-chip;ubiquitous computing","CMOS design;CMOS-based biosensor arrays;DSM technology;HW/SW solutions;IP-based design;IP-reuse;MPSoC platforms;RF circuits;SAT based verification;SoC design-for-test;SoC power optimisation;UML;analogue circuits;analogue simulation;automotive applications;biochips;compiler/architecture codesign;concurrent error detection/correction;defect detection;delay test schemes;design verification;embedded security systems;embedded software technology;embedded systems;execution-time analysis;fault diagnosis;formal verification;high-level verification;interconnect optimisation;layout issues;logic synthesis;low power design;low power multimedia systems;low-power wireless LAN;mixed-signal circuits;multiprocessor embedded systems;multithreaded processor architectures;network-on-chip design flows;parallel architectures;partitioning;pattern generation;power aware design;quantum computing;real-time scheduling;reconfigurable computing;reliable memory design;scheduling;signal processing;statistical analysis;system level languages;system modelling;test pattern compression;ubiquitous computing;very deep submicron simulation;wireless communication","","","","0","","","","","20050321","","IEEE","","IEEE Conference Publications"
"Towards a unified test process: from UML to end-of-line functional test","Baldini, A.; Benso, A.; Prinetto, P.; Mo, S.; Taddei, A.","Dipt. di Automatica e Informatica, Politecnico di Torino, Italy","Test Conference, 2001. Proceedings. International","2001","2001","","","600","608","In this paper, we propose the use of a UML methodology to go from user requirements and specifications to end of production testing of complex embedded systems. We consider behavioral, structural and physical levels building a comprehensive and modular model. The process contains the definition of a set of properties being created and then updated in each phase, and heavily relies on message passing and elaborating facilities to increase both abstraction and descriptive power. Result of the process is test pattern generation using custom ATE commands. We also present and discuss an underdevelopment case study of a significantly complex automotive application","1089-3539","0-7803-7169-0","","10.1109/TEST.2001.966679","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=966679","","Automatic testing;Automotive applications;Buildings;Electronic equipment testing;Embedded software;Embedded system;Production systems;Research and development;System testing;Unified modeling language","automatic test equipment;automatic test pattern generation;automotive electronics;embedded systems;logic testing;message passing;production testing;specification languages","UML methodology;abstraction;automotive application;behavioral levels;complex embedded systems;comprehensive modular model;custom ATE commands;descriptive power;end-of-line functional test;message passing;physical levels;production testing;structural levels;test pattern generation;unified modeling language;unified test process;user requirements;user specifications","","","","1","","20","","","20020806","30 Oct 2001-01 Nov 2001","IEEE","","IEEE Conference Publications"
"Modeling and Validation of Executable Requirements Using Live Activity Diagrams","Knieke, C.; Huhn, M.; Lochau, M.","Inst. for Programming & Reactive Syst., Tech. Univ. Braunschweig, Braunschweig","Software Engineering Research, Management and Applications, 2008. SERA '08. Sixth International Conference on","20-22 Aug. 2008","2008","","","51","58","A seamless model-based methodology for requirements specification becomes increasingly the key to successful software systems engineering. The enhanced activity diagrams of UML 2 offer a promising intuitive modeling approach for requirements capturing. On this basis, we propose a formal syntax and operational semantics and extend activity diagrams to LADs (Live Activity Diagrams) by liveness-enriched constructs inspired by LSCs (Live Sequence Charts) for stating precise execution modalities. We aim at a tool-supported execution of LAD specifications allowing for early simulation and validation of requirements. We present an implementation of an LAD execution engine and describe the there upon suggested requirements engineering approach by means of an automotive case study.","","978-0-7695-3302-5","","10.1109/SERA.2008.10","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4609410","Activity Diagrams;Live Sequence Charts;Model Driven Engineering;Requirements Engineering;Unified Modeling Language","Application software;Automotive engineering;Conference management;Design engineering;Engineering management;Engines;Software engineering;Software systems;Systems engineering and theory;Unified modeling language","Unified Modeling Language;formal specification;program verification","LADs;LSCs;UML 2;live activity diagrams;live sequence charts;requirements engineering;requirements specification;seamless model-based methodology;software systems engineering","","","","0","","21","","","20080829","","IEEE","","IEEE Conference Publications"
"Managing Product Data and Design flow Process","Ahmad, R.; Fan Yuqing; Hamidullah","Dept. of Aerosp. Manuf. Eng., Beihang Univ., Beijing","Intelligent Systems Design and Applications, 2006. ISDA '06. Sixth International Conference on","16-18 Oct. 2006","2006","1","","1191","1196","Growing product complexity, large number of product variants and collaborative product development have made product data management (PDM) increasingly important for aerospace manufacturing companies. Modern product data management systems, enable enterprise, shortening development lifecycles by preserving and reusing its intellectual capital, taking advantage of new technologies like J2EE and XML. As a result PDM systems have expanded their functionality to become PLM (product lifecycle management) solutions. Automotive and Aerospace, the experts say, are the PLM bellwethers for the rest of manufacturing. Realizing that PLM/PDM systems are complex to implement we undertook a sample implementation to deepen our understanding of product data management in PLM environment. We used Teamcenter enterprise from EDS, to create PLM environment and instantiate our work, which involved an aero plane assembly. The paper describes, fundamentals of product data management, and related processes with instantiated examples. At the end, UML has been used to encapsulate workflow based collaborative design approach for described work","","0-7695-2528-8","","10.1109/ISDA.2006.190","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4021608","","Automotive engineering;Collaboration;Companies;Knowledge management;Manufacturing;Process design;Product design;Product development;Technology management;XML","aerospace industry;groupware;product life cycle management","aero plane assembly;aerospace manufacturing companies;collaborative product development;design flow process;product complexity;product data management;product lifecycle management","","","","1","","20","","","20061211","","IEEE","","IEEE Conference Publications"
"A Practical Approach for Process Family Engineering of Embedded Control Software","Giese, C.; Schnieders, A.; Weiland, J.","Delta Software Technol., Schmallenberg","Engineering of Computer-Based Systems, 2007. ECBS '07. 14th Annual IEEE International Conference and Workshops on the","26-29 March 2007","2007","","","229","240","This paper introduces an approach for the development of families of embedded control processes using process family engineering techniques, exemplarily in the automotive domain, based on UML. The feasibility of our approach is validated by means of a tool chain, which is applied to a windshield wiper case study","","0-7695-2772-8","","10.1109/ECBS.2007.10","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4148938","","Assembly;Automotive components;Automotive engineering;Control systems;Embedded software;Process control;Programming;Software quality;Software systems;Unified modeling language","Unified Modeling Language;embedded systems;software engineering","UML;automotive domain;embedded control software;process family engineering","","","","0","","26","","","20070410","","IEEE","","IEEE Conference Publications"
"A component-based methodology for embedded system prototyping","Tessier, P.; Gerard, S.; Mraidha, C.; Terrier, F.; Geib, J. -M","CEA Saclay, Gif sur Yvette, France","Rapid Systems Prototyping, 2003. Proceedings. 14th IEEE International Workshop on","9-11 June 2003","2003","","","9","15","While industrial competition is intensifying and thus encourages engineers to directly match projected systems with user requirements, time to market is now also shorter. Designers are therefore endeavoring to validate their system models as early as feasible in the development cycle - where possible, right from specifications. Prototyping offers practical answers to these constraints. Additionally, component based system engineering (CBSE) promotes rapid development of systems, with emphasis on reuse. This paper presents a UML-based methodology combining both approaches. The prototyped application consists of a main component or ""application component"" and a set of external components representing the environment. After explaining how to prototype a component, we describe connection patterns that facilitate integration of heterogeneous components within the context of ACCORD/UML. Throughout the discussion, ideas are illustrated by a simple case based on an automotive navigation system.","1074-6005","0-7695-1943-1","","10.1109/IWRSP.2003.1207024","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1207024","","Design engineering;Embedded system;Explosions;Humans;Prototypes;Real time systems;Satellite navigation systems;Systems engineering and theory;Time to market;Unified modeling language","embedded systems;formal specification;formal verification;graphical user interfaces;software process improvement;software prototyping","ACCORD;CBSE;UML-based methodology;automotive navigation system;component based system engineering;component-based methodology;embedded system prototyping;system models","","","","2","","","","","20030625","","IEEE","","IEEE Conference Publications"
"UML design of vehicular communication service","SungDae Jung; SnagSun Lee; KyeongSoo Han; Hyunseo Oh; DongYoung Kwak","Dept. of Electron. Commun. Comput. Eng., Hanyang Univ., Seoul","Advanced Communication Technology, 2009. ICACT 2009. 11th International Conference on","15-18 Feb. 2009","2009","01","","870","872","With the enormous market potential in the automotive industry and the rapid development of information technology, telematics services have become a novel research and development area in mobile computing and intelligent automobiles. Providers have proposed many telematics services, such as on-demand navigation, emergency road service (ERS), media streaming, insurance and safety features, remote diagnostics, entertainment, e-commerce, business, and Web browsing. To provide various services in the vehicular environment, in this paper, we define the user-case and application interface for V2V and V21 communications, and design the UML of vehicle application services in VIM projects.","1738-9445","978-89-5519-138-7","978-89-5519-139-4","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4810085","UML Design;V21;V2V;VMC;Vehiclar communication;Vehiclar service","Automotive engineering;Computer industry;Information technology;Mobile communication;Mobile computing;Research and development;Road safety;Streaming media;Telematics;Unified modeling language","Unified Modeling Language;mobile computing","Web browsing;automotive industry;e-commerce;emergency road service;information technology;intelligent automobiles;media streaming;mobile computing;on-demand navigation;remote diagnostics;telematics services;vehicular communication service","","","","0","1","8","","","20090403","","IEEE","","IEEE Conference Publications"
"Table of contents","","","Systems Conference, 2010 4th Annual IEEE","5-8 April 2010","2010","","","iii","xv","The following topics are dealt with: discrete event simulation; automotive embedded systems; system engineering artifacts; mathematical modeling; housing market dynamics; autonomous systems-of-systems; distributed ocean-based alternative energy system; sustainable financing system; socio-economic development; solar home systems; EMF observer; PMSM; speed signal; software engineer; net-centric enterprise; ODC portfolio management; engineering life cycle; outer system flow privacy protection; UML-based system integration modeling language; shipborne combat system; space communication networks; knowledge management; fuzzy numbers; cognitive theories; complex computing systems; distributed architecture; autonomous underwater intervention missions; SOS interoperability; software safety; threat cataloging; software assurance; service-oriented environment; pervasive enterprise security management; environmental monitoring; intelligent predictive system; fiber bragg grating sensor; radial power systems; networked control algorithms; and electricity distribution.","","978-1-4244-5882-0","","10.1109/SYSTEMS.2010.5482316","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5482316","","","large-scale systems;simulation;system theory;systems analysis;systems engineering","EMF observer;ODC portfolio management;PMSM;SoS interoperability;UML-based system integration modeling language;automotive embedded systems;autonomous systems-of-systems;autonomous underwater intervention missions;cognitive theories;complex computing systems;discrete event simulation;distributed architecture;distributed ocean-based alternative energy system;electricity distribution;engineering life cycle;environmental monitoring;fiber Bragg grating sensor;fuzzy numbers;housing market dynamics;intelligent predictive system;knowledge management;mathematical modeling;net-centric enterprise;networked control algorithms;outer system flow privacy protection;pervasive enterprise security management;radial power systems;service-oriented environment;shipborne combat system;socio-economic development;software assurance;software engineer;software safety;solar home systems;space communication networks;speed signal;sustainable financing system;system engineering artifacts;threat cataloging","","","","0","","","","","20100607","","IEEE","","IEEE Conference Publications"
"A UML Model-Based Approach for Replication Assessment of AUTOSAR Safety-Critical Applications","Tucci-Piergiovanni, S.; Mraidha, C.; Wozniak, E.; Lanusse, A.; Gerard, S.","Lab. of Model-Driven Eng. Appl. to Embedded Syst., CEA, Gif-sur-Yvette, France","Trust, Security and Privacy in Computing and Communications (TrustCom), 2011 IEEE 10th International Conference on","16-18 Nov. 2011","2011","","","1176","1187","The paper extends the AUTOSAR meta-model to enable feasibility predictions on the provision of fault-tolerant support for application components. We focus on a fault-tolerant support based on software replication techniques. The meta-model is extended in order to evaluate different replication strategies, in terms of replication styles, types of faults to be tolerated, replicas placement. This extension is realized by a UML profile. A model-based approach is presented aiming at the definition of a so-called Application Replication View, in which a replication strategy is specified for safety critical application components. A separate model, called Application Timing View, defines timing constraints for system responses. The combination of the two views will enable schedulability analysis of the fault-tolerant application. Schedulability analysis considers the task set composed of application tasks and the additional tasks injected by replication. An automotive case study is presented showing the applicability of the approach.","","978-1-4577-2135-9","","10.1109/TrustCom.2011.159","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6120952","component-based software architectures;correct-byconstruction;model-driven engineering;response-time analysis","Computer architecture;Fault tolerance;Hardware;Safety;Software;Timing;Unified modeling language","Unified Modeling Language;automobiles;open systems;safety-critical software;software architecture;software fault tolerance","AUTOSAR meta-model;AUTOSAR safety-critical application;UML model-based approach;application replication view;application timing view;automotive case study;automotive open system architecture;fault-tolerant support;schedulability analysis;software replication technique","","","","3","","25","","","20120102","","IEEE","","IEEE Conference Publications"
"A Lightweight Approach for Domain-Specific Modeling Languages Design","Robert, S.; Gerard, S.; Terrier, F.; Lagarde, F.","Lab. of Model driven Eng. for embedded Syst., CEA LIST, Gif-sur-Yvette, France","Software Engineering and Advanced Applications, 2009. SEAA '09. 35th Euromicro Conference on","27-29 Aug. 2009","2009","","","155","161","Off-the-shelves general purpose modeling languages cannot obviously cover the whole range of needs that can be encountered in current systems design. Therefore, putting efficiently Model-Driven Engineering into practice involves designing specific modeling languages. The goal is to cover in a more suitable manner a particular application domain (e.g. automotive) or specific concerns (e.g. hardware modeling) or even to focus on a given class of practitioners. In this respect, two design approaches are generally opposed which respectively propose to define domain-specific modeling languages from scratch or to customize an existing general-purpose language. This paper focuses on the latter approach and claims that UML profiles do provide handy and powerful mechanisms to design domain-specific modeling languages but are penalized by lacks of methodological guidelines and tool support. To cope with these lacks, a profile design approach is introduced, which includes a methodological framework to structure profiles design process and tool support to partly automate this process.","1089-6503","978-0-7695-3784-9","","10.1109/SEAA.2009.81","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5349876","Domain-Specific Modeling Languages;Model-Driven Engineering;UML;profiles","Application software;Automotive engineering;Embedded system;Guidelines;Hardware;Laboratories;Model driven engineering;Process design;Software engineering;Unified modeling language","Unified Modeling Language;software engineering","UML profiles;domain-specific modeling languages design;model-driven engineering","","","","3","","26","","","20091208","","IEEE","","IEEE Conference Publications"
"Modeling and Analysis of Advanced Automotive ECU Architectures at Early Design Stages Using EMF and Model Transformation","Lauer, C.; German, R.; Pollmer, Jens","Dept. of Comput. Sci. 7, Univ. of Erlangen-Nuremberg, Erlangen, Germany","Secure Software Integration and Reliability Improvement Companion (SSIRI-C), 2010 Fourth International Conference on","9-11 June 2010","2010","","","18","23","In the automotive industry active safety functions are deployed to better protect the passengers and vulnerable road users in case of an accident. To do so, advanced system architectures which enable an OEM to integrate this new functionality safely and efficiently have to be developed. In order to evaluate different possible concepts at an early stage in the development, model-based approaches are feasible. We propose a methodical approach to evaluate architecture concepts with regard to standard analysis methods as well as application specific evaluation techniques. We use UML to define the meta-model structure of the system architecture, model the instances of the meta-model using EMF and a generated graphical editor, and perform evaluation operations with the help of an MDE framework. The tool chain allows for an easy modeling of system models at early design stages and performing application specific analysis techniques. To validate the feasibility of the approach we apply real-time schedule simulation to two example models.","","978-1-4244-7644-2","","10.1109/SSIRI-C.2010.37","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5521551","Automotive applications;EMF;UML;embedded systems;integrated architectures;model-driven engineering","Automotive engineering;Industrial accidents;Job shop scheduling;Model driven engineering;Performance analysis;Performance evaluation;Protection;Road accidents;Road safety;Unified modeling language","Unified Modeling Language;automotive electronics;electric potential;road safety;road traffic;software architecture;traffic engineering computing","EMF;MDE;OEM;UML;advanced automotive ECU architectures;automotive industry active safety;graphical editor;model transformation;real-time schedule simulation;road passengers;system architecture","","","","0","","13","","","20100726","","IEEE","","IEEE Conference Publications"
